,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
contig_1539_phanotate_31_geneCall,0.00,0.01,0.00,0.00,0.03,0.07,0.30,0.17,0.45,0.92,8.04,0.99
contig_1539_phanotate_32_geneCall,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,4.71,4.99,0.98
contig_1539_phanotate_33_geneCall,0.06,2.68,0.15,0.06,0.34,0.78,0.73,0.13,0.14,0.24,4.68,0.98
contig_1539_phanotate_34_geneCall,0.00,0.24,0.03,0.01,0.41,0.14,0.23,1.02,0.04,0.13,7.73,0.99
contig_1539_phanotate_35_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1539_phanotate_36_geneCall,0.00,0.09,0.02,0.01,0.01,0.05,0.07,0.00,0.02,0.05,9.68,1.00
contig_1539_phanotate_37_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.97,1.00
contig_1539_phanotate_38_geneCall,0.00,0.01,0.00,0.00,0.00,0.08,0.01,0.02,0.01,0.02,9.85,1.00
contig_1539_phanotate_39_geneCall,0.01,0.20,0.03,0.40,0.12,0.16,0.09,0.02,0.11,0.21,8.64,1.00
contig_1539_phanotate_40_geneCall,0.19,2.30,0.14,0.04,0.12,0.80,0.17,0.04,0.22,2.11,3.89,0.97
contig_1539_phanotate_41_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.01,9.94,1.00
contig_1539_phanotate_42_geneCall,0.00,0.10,0.03,0.01,0.04,0.10,0.04,0.00,0.01,0.25,9.43,1.00
contig_1539_phanotate_43_geneCall,0.01,0.10,0.01,0.02,0.07,0.32,0.11,0.01,0.05,0.11,9.19,1.00
contig_1539_phanotate_44_geneCall,0.04,0.05,0.02,0.48,0.06,0.75,0.03,0.02,0.02,0.22,8.31,0.99
contig_1539_phanotate_45_geneCall,2.24,0.55,1.01,3.07,0.87,0.21,0.36,0.18,0.35,0.22,0.95,0.65
contig_1539_phanotate_46_geneCall,0.14,0.76,2.45,0.52,0.67,0.40,0.59,0.23,1.97,0.68,1.59,0.74
contig_1539_phanotate_47_geneCall,0.30,0.22,1.24,0.86,0.96,0.38,0.85,0.08,0.16,0.42,4.55,0.98
contig_1539_phanotate_48_geneCall,0.06,0.18,0.32,0.20,0.20,0.26,0.31,0.10,0.09,6.96,1.31,0.87
contig_1539_phanotate_49_geneCall,0.36,0.77,2.41,0.10,0.34,0.17,0.57,0.43,0.16,0.38,4.32,0.97
contig_1539_phanotate_50_geneCall,2.70,0.36,0.18,3.53,0.19,0.25,0.31,0.27,0.30,0.13,1.78,0.68
contig_1539_phanotate_51_geneCall,0.33,3.97,0.19,0.51,0.19,1.60,0.26,0.13,0.14,0.49,2.20,0.12
contig_1539_phanotate_52_geneCall,0.00,0.03,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.02,9.91,1.00
contig_1539_phanotate_53_geneCall,0.00,0.03,0.00,0.00,0.00,0.02,0.00,0.00,0.05,0.00,9.89,1.00
contig_1540_phanotate_1_geneCall,0.04,0.26,0.68,0.07,0.13,0.08,2.00,0.04,2.55,0.04,4.11,0.97
contig_1540_phanotate_2_geneCall,0.07,0.16,0.20,0.02,0.06,0.49,0.12,0.03,0.08,3.02,5.74,0.98
contig_1540_phanotate_3_geneCall,1.19,1.55,3.92,0.16,0.21,0.33,0.45,0.43,0.21,0.64,0.90,0.81
contig_1540_phanotate_4_geneCall,0.01,0.10,0.01,0.01,0.04,0.05,0.05,0.04,0.09,2.23,7.38,0.99
contig_1540_phanotate_5_geneCall,0.01,0.12,0.03,0.01,0.03,0.07,0.23,0.01,0.05,0.08,9.35,1.00
contig_1540_phanotate_6_geneCall,0.08,0.31,0.09,0.06,0.13,0.30,0.41,0.11,0.31,1.68,6.51,0.98
contig_1540_phanotate_7_geneCall,1.19,1.55,3.92,0.16,0.21,0.33,0.45,0.43,0.21,0.64,0.90,0.81
contig_1540_phanotate_8_geneCall,0.07,0.16,0.20,0.02,0.06,0.49,0.12,0.03,0.08,3.02,5.74,0.98
contig_1540_phanotate_9_geneCall,0.04,0.26,0.68,0.07,0.13,0.08,2.00,0.04,2.55,0.04,4.11,0.97
contig_1540_phanotate_10_geneCall,0.13,0.85,0.36,0.14,0.22,0.78,0.59,0.16,0.48,0.96,5.34,0.98
contig_1540_phanotate_11_geneCall,0.12,0.28,0.12,0.25,0.18,0.17,0.54,0.04,2.11,0.06,6.14,0.98
contig_1540_phanotate_12_geneCall,0.00,0.08,0.00,0.00,0.07,0.01,0.00,0.00,0.00,0.00,9.83,1.00
contig_1540_phanotate_13_geneCall,0.01,0.09,0.03,0.09,0.11,0.04,0.19,0.01,1.39,0.02,8.02,0.99
contig_1540_phanotate_14_geneCall,0.13,0.85,0.36,0.14,0.22,0.78,0.59,0.16,0.48,0.96,5.34,0.98
contig_1540_phanotate_15_geneCall,0.04,0.26,0.68,0.07,0.13,0.08,2.00,0.04,2.55,0.04,4.11,0.97
contig_1540_phanotate_16_geneCall,0.07,0.16,0.20,0.02,0.06,0.49,0.12,0.03,0.08,3.02,5.74,0.98
contig_1540_phanotate_17_geneCall,3.33,1.67,0.69,0.23,0.27,0.30,0.38,0.22,0.28,0.88,1.74,0.88
contig_1549_phanotate_1_geneCall,0.80,0.21,1.28,0.41,1.35,0.09,2.77,0.04,0.13,0.07,2.85,0.96
contig_1549_phanotate_2_geneCall,0.92,0.50,0.25,0.15,0.20,1.02,0.34,0.08,0.46,3.67,2.39,0.64
contig_1549_phanotate_3_geneCall,0.92,0.50,0.25,0.15,0.20,1.02,0.34,0.08,0.46,3.67,2.39,0.64
contig_1549_phanotate_4_geneCall,0.91,0.22,1.53,0.64,1.28,0.09,2.40,0.04,0.16,0.08,2.64,0.96
contig_1549_phanotate_5_geneCall,0.01,0.03,0.02,0.02,0.01,0.05,0.03,0.01,0.16,0.10,9.56,1.00
contig_1549_phanotate_6_geneCall,0.49,0.75,0.49,0.67,0.39,1.00,1.13,0.91,1.06,0.56,2.56,0.96
contig_1549_phanotate_7_geneCall,0.08,0.48,0.21,3.70,0.18,0.12,0.52,0.12,0.26,0.09,4.25,0.97
contig_1562_phanotate_1_geneCall,0.13,0.62,0.30,0.09,0.30,0.98,0.35,0.12,0.14,0.58,6.41,0.98
contig_1562_phanotate_2_geneCall,2.43,1.25,0.53,0.14,0.17,0.89,0.31,0.17,0.57,1.89,1.66,0.82
contig_1562_phanotate_3_geneCall,9.97,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00
contig_1562_phanotate_4_geneCall,0.00,0.09,0.01,0.05,0.70,0.55,0.05,0.00,0.04,1.57,6.94,0.99
contig_1562_phanotate_5_geneCall,0.17,0.25,0.04,0.14,0.32,0.53,0.48,0.19,0.51,2.60,4.77,0.98
contig_1562_phanotate_6_geneCall,0.41,0.80,0.72,0.62,0.72,0.54,1.53,0.44,1.01,0.72,2.48,0.96
contig_1562_phanotate_7_geneCall,0.76,1.84,0.21,1.19,0.25,0.11,0.47,0.11,0.15,0.42,4.48,0.98
contig_1562_phanotate_8_geneCall,0.32,0.89,1.41,0.20,0.31,0.17,1.83,0.65,0.35,0.62,3.25,0.97
contig_1562_phanotate_9_geneCall,0.11,1.13,0.29,5.13,0.74,0.19,1.34,0.10,0.42,0.14,0.42,0.83
contig_1562_phanotate_10_geneCall,1.07,3.54,0.17,0.54,0.10,0.41,0.28,0.19,0.12,0.78,2.81,0.10
contig_1562_phanotate_11_geneCall,0.00,0.08,0.03,0.00,0.04,0.01,0.01,0.01,0.00,0.13,9.69,1.00
contig_1605_phanotate_1_geneCall,0.29,2.48,0.23,0.13,0.18,2.51,0.49,0.11,0.21,0.64,2.73,0.96
contig_1605_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1605_phanotate_3_geneCall,0.29,3.27,0.17,0.07,0.10,3.73,0.34,0.04,0.12,0.22,1.65,0.87
contig_1605_phanotate_4_geneCall,0.26,0.35,0.28,0.06,0.11,0.26,0.29,0.13,0.75,2.23,5.27,0.98
contig_1605_phanotate_5_geneCall,0.34,1.33,0.14,0.07,0.51,4.85,0.43,0.13,0.24,0.30,1.66,0.92
contig_1605_phanotate_6_geneCall,6.34,0.81,0.33,0.08,0.18,0.83,0.14,0.23,0.13,0.13,0.80,0.95
contig_1605_phanotate_7_geneCall,0.41,0.61,0.39,0.44,1.35,0.36,1.41,0.66,0.39,0.81,3.18,0.97
contig_1605_phanotate_8_geneCall,0.00,0.25,0.00,0.00,0.00,0.04,0.01,0.00,0.00,0.96,8.74,1.00
contig_1605_phanotate_9_geneCall,0.19,0.65,0.09,0.02,0.04,0.48,0.13,0.04,0.01,0.37,7.96,0.99
contig_1605_phanotate_10_geneCall,0.02,0.02,0.01,0.01,1.10,0.12,0.04,0.00,0.06,0.01,8.62,1.00
contig_1605_phanotate_11_geneCall,0.23,3.76,0.25,0.09,0.16,1.45,0.39,0.08,0.24,0.38,2.98,0.11
contig_1605_phanotate_12_geneCall,0.35,1.70,0.55,0.39,0.30,1.34,0.82,0.22,0.37,1.13,2.82,0.96
contig_1605_phanotate_13_geneCall,0.97,0.83,0.24,0.18,0.08,2.19,0.29,0.14,0.38,2.01,2.69,0.96
contig_1605_phanotate_14_geneCall,0.02,0.63,0.00,0.00,0.03,0.30,0.01,0.00,0.02,0.01,8.99,1.00
contig_1605_phanotate_15_geneCall,0.81,0.64,0.07,0.05,0.13,0.35,4.98,0.07,0.91,0.57,1.42,0.65
contig_1605_phanotate_16_geneCall,0.10,2.99,0.04,0.03,0.05,1.04,0.47,0.08,0.16,0.58,4.45,0.98
contig_1605_phanotate_17_geneCall,0.01,0.07,0.05,0.01,0.10,0.06,0.07,0.00,0.02,0.19,9.43,1.00
contig_1605_phanotate_18_geneCall,0.39,0.76,3.06,0.88,0.58,0.36,1.23,0.32,0.44,0.30,1.68,0.77
contig_1605_phanotate_19_geneCall,0.29,0.97,0.11,0.41,0.20,0.81,0.59,0.08,0.26,4.98,1.30,0.73
contig_1605_phanotate_20_geneCall,3.68,0.98,0.69,0.51,0.33,0.30,0.60,0.23,0.66,0.40,1.64,0.89
contig_1605_phanotate_21_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1605_phanotate_22_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1605_phanotate_23_geneCall,0.01,0.01,0.01,0.00,0.02,0.03,0.05,0.01,0.01,0.47,9.37,1.00
contig_1605_phanotate_24_geneCall,0.36,0.96,0.12,0.34,1.42,0.38,0.93,0.26,0.54,0.23,4.45,0.98
contig_1605_phanotate_25_geneCall,1.49,1.51,0.13,0.28,0.19,0.53,0.49,0.15,0.90,1.04,3.29,0.97
contig_1605_phanotate_26_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1605_phanotate_27_geneCall,0.07,0.08,0.04,0.01,0.02,0.62,0.09,0.01,0.07,0.06,8.92,1.00
contig_1605_phanotate_28_geneCall,0.19,0.12,0.07,0.11,0.15,0.65,0.53,0.10,0.31,0.24,7.53,0.99
contig_1605_phanotate_29_geneCall,0.06,0.29,0.05,0.10,0.02,0.08,0.07,0.04,0.14,0.07,9.07,1.00
contig_1605_phanotate_30_geneCall,5.25,1.46,0.29,0.14,0.27,0.51,0.43,0.14,0.43,0.39,0.67,0.93
contig_1605_phanotate_31_geneCall,0.01,0.54,0.02,0.08,0.11,0.04,0.07,0.01,0.03,0.05,9.05,1.00
contig_1605_phanotate_32_geneCall,0.01,0.89,0.08,0.01,0.08,1.70,0.15,0.03,0.15,0.57,6.33,0.98
contig_1605_phanotate_33_geneCall,0.05,0.18,0.05,0.04,0.07,5.72,0.11,0.04,0.16,0.17,3.42,0.95
contig_1605_phanotate_34_geneCall,0.02,0.16,0.02,0.03,0.07,0.09,0.06,0.01,0.05,0.05,9.45,1.00
contig_1605_phanotate_35_geneCall,0.00,0.02,0.01,0.01,0.02,0.12,0.05,0.00,0.02,0.06,9.69,1.00
contig_1605_phanotate_36_geneCall,0.06,0.43,0.07,0.04,0.02,0.03,0.07,0.03,0.24,0.07,8.93,1.00
contig_1605_phanotate_37_geneCall,0.18,0.45,0.43,0.12,0.44,0.43,0.48,0.11,0.22,0.36,6.78,0.98
contig_1605_phanotate_38_geneCall,0.10,0.16,0.13,0.05,0.11,0.14,0.27,0.08,0.15,0.15,8.65,1.00
contig_1605_phanotate_39_geneCall,0.07,0.44,0.45,0.25,0.14,0.17,0.23,0.19,0.20,0.33,7.52,0.99
contig_1605_phanotate_40_geneCall,0.06,0.14,0.05,0.03,0.25,1.57,0.51,0.03,0.32,0.11,6.93,0.99
contig_1605_phanotate_41_geneCall,1.26,0.95,0.35,2.95,0.70,0.22,0.80,0.23,0.52,0.27,1.73,0.61
contig_1605_phanotate_42_geneCall,0.00,0.03,0.00,0.00,0.06,0.12,0.01,0.00,0.05,0.17,9.54,1.00
contig_1605_phanotate_43_geneCall,0.01,0.07,0.01,0.06,0.03,0.02,0.03,0.00,0.03,0.03,9.72,1.00
contig_1605_phanotate_44_geneCall,0.08,0.32,0.23,0.06,0.18,0.11,0.25,0.11,0.08,0.33,8.25,0.99
contig_1605_phanotate_45_geneCall,0.12,1.48,0.14,0.06,0.21,1.47,0.47,0.14,0.23,0.27,5.41,0.98
contig_1605_phanotate_46_geneCall,0.01,0.16,0.08,0.01,0.02,0.00,0.02,0.01,0.01,0.16,9.52,1.00
contig_1605_phanotate_47_geneCall,0.05,0.37,0.04,0.03,0.08,0.07,0.16,0.05,0.07,0.14,8.96,1.00
contig_1605_phanotate_48_geneCall,0.03,0.39,0.07,0.01,0.07,0.35,0.34,0.03,0.05,1.42,7.25,0.99
contig_1605_phanotate_49_geneCall,0.09,0.75,0.13,0.11,0.26,0.47,0.23,0.05,0.09,0.49,7.31,0.99
contig_1605_phanotate_50_geneCall,0.39,2.36,0.19,0.47,0.15,0.37,0.46,0.18,0.50,0.46,4.46,0.98
contig_1605_phanotate_51_geneCall,0.03,2.79,0.03,0.03,0.06,0.15,0.13,0.02,0.04,1.14,5.59,0.98
contig_1605_phanotate_52_geneCall,0.00,0.05,0.41,0.00,0.02,1.57,0.05,0.01,0.61,1.37,5.90,0.98
contig_1623_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1623_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1623_phanotate_3_geneCall,0.01,0.42,0.05,0.11,0.13,0.15,0.21,0.02,0.05,0.14,8.69,1.00
contig_1623_phanotate_4_geneCall,0.00,0.05,0.01,0.01,0.01,0.03,0.01,0.00,0.03,0.11,9.75,1.00
contig_1623_phanotate_5_geneCall,0.01,0.43,0.04,0.69,0.19,1.35,0.18,0.01,0.04,0.33,6.73,0.98
contig_1623_phanotate_6_geneCall,0.11,0.09,0.39,0.02,0.06,0.86,0.11,0.23,0.10,3.96,4.06,0.97
contig_1623_phanotate_7_geneCall,0.02,0.17,1.56,0.02,0.08,0.06,0.07,0.01,0.03,3.55,4.42,0.98
contig_1623_phanotate_8_geneCall,0.14,2.06,0.46,0.30,0.14,0.64,0.62,0.18,0.43,0.98,4.05,0.97
contig_1623_phanotate_9_geneCall,0.01,0.09,0.04,0.00,0.01,0.25,0.04,0.01,0.09,0.45,9.01,1.00
contig_1623_phanotate_10_geneCall,0.06,1.35,0.17,0.10,0.34,0.43,0.26,0.12,0.13,0.45,6.59,0.98
contig_1623_phanotate_11_geneCall,0.01,0.09,0.16,0.01,0.04,0.27,0.38,0.07,0.07,0.04,8.86,1.00
contig_1623_phanotate_12_geneCall,0.00,0.02,0.00,0.00,0.00,0.06,0.02,0.00,0.02,0.01,9.85,1.00
contig_1623_phanotate_13_geneCall,0.25,0.71,0.48,0.33,0.72,0.47,0.54,0.35,0.24,0.35,5.58,0.98
contig_1623_phanotate_14_geneCall,0.03,1.85,0.02,0.14,0.04,0.54,0.18,0.23,0.08,0.24,6.65,0.98
contig_1623_phanotate_15_geneCall,0.00,0.09,0.03,0.00,0.08,0.20,0.07,0.02,0.11,0.18,9.22,1.00
contig_1623_phanotate_16_geneCall,0.01,0.19,0.01,0.01,0.05,0.03,0.04,0.01,0.01,0.02,9.63,1.00
contig_1623_phanotate_17_geneCall,0.05,0.25,0.07,0.03,0.13,0.78,0.15,0.05,0.38,0.09,8.03,0.99
contig_1623_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,9.96,1.00
contig_1623_phanotate_19_geneCall,0.83,0.34,0.15,0.02,0.14,0.17,0.44,0.36,0.32,0.83,6.39,0.98
contig_1623_phanotate_20_geneCall,0.00,0.11,0.01,0.00,0.01,0.04,0.03,0.00,0.01,0.05,9.74,1.00
contig_1623_phanotate_21_geneCall,0.01,0.27,0.03,0.13,0.02,0.12,0.05,0.01,0.03,0.07,9.27,1.00
contig_1623_phanotate_22_geneCall,0.02,0.13,0.01,0.53,0.10,0.03,0.10,0.01,0.04,0.07,8.94,1.00
contig_1623_phanotate_23_geneCall,0.03,0.75,0.86,0.01,0.19,0.33,0.24,0.21,0.02,0.20,7.15,0.99
contig_1623_phanotate_24_geneCall,0.11,1.63,0.14,0.11,0.16,0.54,0.61,0.11,0.89,0.26,5.45,0.98
contig_1623_phanotate_25_geneCall,0.02,0.07,0.35,0.01,0.11,0.19,0.03,0.18,0.13,4.67,4.23,0.71
contig_1623_phanotate_26_geneCall,0.02,0.11,0.04,0.00,0.04,0.03,0.14,0.54,0.03,0.41,8.64,1.00
contig_1627_phanotate_1_geneCall,1.23,0.66,0.97,2.28,1.14,0.43,0.87,0.26,0.40,0.57,1.20,0.57
contig_1627_phanotate_2_geneCall,0.27,0.80,0.24,0.43,0.31,0.67,0.80,0.34,0.61,0.84,4.69,0.98
contig_1627_phanotate_3_geneCall,0.45,1.27,0.99,1.15,0.98,1.05,0.46,0.25,0.77,0.74,1.90,0.96
contig_1627_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1627_phanotate_5_geneCall,0.01,0.12,0.00,0.01,0.39,0.04,0.03,0.01,0.01,0.13,9.26,1.00
contig_1627_phanotate_6_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.96,1.00
contig_1627_phanotate_7_geneCall,0.29,0.68,1.88,0.70,0.88,0.70,1.51,0.21,1.05,1.08,1.01,0.70
contig_1627_phanotate_8_geneCall,0.12,0.95,2.43,3.77,0.41,0.29,0.37,0.18,0.21,0.76,0.52,0.71
contig_1627_phanotate_9_geneCall,0.96,2.03,1.70,0.62,0.44,0.71,0.54,0.31,0.40,0.57,1.73,0.07
contig_1627_phanotate_10_geneCall,0.48,1.10,0.50,0.59,0.45,0.26,1.07,0.25,1.25,0.19,3.86,0.97
contig_1627_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,6.36,3.63,0.84
contig_1627_phanotate_12_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1627_phanotate_13_geneCall,0.02,0.06,0.06,0.05,0.13,0.04,0.11,0.01,0.09,0.06,9.37,1.00
contig_1627_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1627_phanotate_15_geneCall,0.01,0.24,0.05,0.01,0.03,0.01,0.10,0.01,0.03,0.03,9.48,1.00
contig_1627_phanotate_16_geneCall,0.00,0.97,0.09,0.00,0.01,0.00,0.01,0.00,0.00,0.01,8.91,1.00
contig_1627_phanotate_17_geneCall,0.02,0.31,2.10,0.03,0.10,0.02,0.09,0.01,0.02,0.08,7.21,0.99
contig_1627_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1627_phanotate_19_geneCall,0.04,0.34,0.05,0.19,0.09,0.45,0.47,0.03,1.18,0.04,7.13,0.99
contig_1627_phanotate_20_geneCall,0.00,0.02,0.00,0.42,0.01,0.10,0.05,0.00,0.05,0.40,8.94,1.00
contig_1627_phanotate_21_geneCall,0.21,0.63,0.68,0.46,1.28,0.92,0.34,0.07,0.35,0.70,4.37,0.98
contig_1627_phanotate_22_geneCall,0.00,0.13,0.00,0.00,0.02,0.01,0.03,0.00,0.00,0.05,9.76,1.00
contig_1627_phanotate_23_geneCall,0.03,0.14,0.02,0.16,0.09,0.25,0.21,0.04,1.01,0.04,8.01,0.99
contig_1627_phanotate_24_geneCall,0.27,1.68,0.27,0.27,0.20,2.55,0.33,0.27,0.62,0.34,3.20,0.97
contig_1627_phanotate_25_geneCall,0.58,0.75,0.39,0.77,0.81,0.15,1.28,0.33,2.23,0.29,2.41,0.96
contig_1627_phanotate_26_geneCall,0.11,0.72,2.66,3.88,0.41,0.31,0.38,0.18,0.24,0.59,0.52,0.72
contig_1627_phanotate_27_geneCall,0.29,0.68,1.88,0.70,0.88,0.70,1.51,0.21,1.05,1.08,1.01,0.70
contig_1627_phanotate_28_geneCall,0.14,0.55,0.19,0.04,0.09,0.71,0.92,0.13,0.26,1.02,5.96,0.98
contig_1627_phanotate_29_geneCall,0.15,0.65,0.46,0.50,0.20,0.19,0.65,0.18,0.09,0.67,6.26,0.98
contig_1634_phanotate_1_geneCall,0.27,1.49,0.27,0.29,0.56,0.37,0.52,0.16,0.50,0.64,4.92,0.98
contig_1634_phanotate_2_geneCall,0.01,0.57,0.01,0.00,0.02,0.88,0.05,0.01,0.01,0.15,8.29,0.99
contig_1634_phanotate_3_geneCall,0.03,0.04,0.01,0.04,0.10,0.06,0.07,0.01,0.04,0.30,9.31,1.00
contig_1634_phanotate_4_geneCall,0.19,0.71,1.11,0.25,0.45,0.47,0.86,0.21,0.33,0.94,4.47,0.98
contig_1634_phanotate_5_geneCall,0.07,0.18,0.08,0.07,0.16,0.27,0.37,0.05,0.45,2.16,6.14,0.98
contig_1634_phanotate_6_geneCall,0.00,0.03,0.01,0.00,0.02,0.01,0.04,0.00,0.01,0.08,9.79,1.00
contig_1634_phanotate_7_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,9.90,1.00
contig_1634_phanotate_8_geneCall,0.26,0.78,0.63,0.28,0.34,0.41,0.62,0.45,0.38,0.82,5.03,0.98
contig_1634_phanotate_9_geneCall,0.00,0.04,0.32,0.00,0.11,0.01,0.10,0.01,0.02,2.39,7.01,0.99
contig_1634_phanotate_10_geneCall,0.12,2.17,0.31,0.12,0.18,3.20,0.30,0.16,0.18,0.38,2.90,0.85
contig_1634_phanotate_11_geneCall,0.05,1.44,0.10,0.05,0.13,0.64,0.25,0.07,0.16,0.16,6.94,0.99
contig_1634_phanotate_12_geneCall,0.01,0.05,0.32,0.01,0.22,0.02,0.13,0.02,0.02,1.68,7.51,0.99
contig_1634_phanotate_13_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.06,0.00,9.92,1.00
contig_1634_phanotate_14_geneCall,0.04,0.23,0.05,0.11,0.21,0.01,0.05,0.02,0.02,0.11,9.15,1.00
contig_1634_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1634_phanotate_16_geneCall,0.00,0.09,0.03,0.00,0.01,0.02,0.19,0.00,0.00,0.00,9.66,1.00
contig_1634_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1634_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1634_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1634_phanotate_20_geneCall,0.00,0.10,0.13,0.01,0.03,0.01,0.18,0.01,0.09,0.08,9.37,1.00
contig_1634_phanotate_21_geneCall,0.02,0.23,0.04,0.03,0.32,0.06,0.14,0.02,0.02,0.46,8.65,1.00
contig_1634_phanotate_22_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1634_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1634_phanotate_24_geneCall,0.00,5.08,0.07,0.00,0.00,0.03,0.01,0.00,0.00,0.08,4.70,0.16
contig_1634_phanotate_25_geneCall,0.00,0.13,0.10,0.01,0.09,0.03,0.37,0.01,0.08,0.04,9.14,1.00
contig_1634_phanotate_26_geneCall,0.03,0.24,0.02,0.02,0.02,0.02,0.10,0.02,0.12,0.51,8.89,1.00
contig_1634_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1634_phanotate_28_geneCall,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.03,9.93,1.00
contig_1634_phanotate_29_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1634_phanotate_30_geneCall,0.01,0.13,0.15,0.01,0.02,0.00,0.20,0.01,0.77,0.05,8.65,1.00
contig_1634_phanotate_31_geneCall,0.00,0.08,0.03,0.03,0.05,0.06,0.13,0.96,0.25,0.04,8.39,0.99
contig_1634_phanotate_32_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.03,9.96,1.00
contig_1634_phanotate_33_geneCall,0.00,0.03,0.01,0.00,0.03,0.01,0.04,0.00,0.17,1.39,8.32,0.99
contig_1634_phanotate_34_geneCall,0.00,0.03,0.02,0.00,0.00,0.00,0.01,0.00,0.01,0.34,9.57,1.00
contig_1634_phanotate_35_geneCall,0.00,0.03,0.00,0.04,0.00,0.00,0.01,0.00,0.00,0.02,9.90,1.00
contig_1634_phanotate_36_geneCall,0.00,0.02,0.00,0.00,0.00,0.03,0.01,0.00,0.03,0.03,9.87,1.00
contig_1634_phanotate_37_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.98,1.00
contig_1634_phanotate_38_geneCall,0.00,0.02,0.06,0.00,0.01,0.00,0.04,0.00,0.01,1.34,8.51,0.99
contig_1634_phanotate_39_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1637_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1637_phanotate_2_geneCall,0.01,0.05,0.01,0.00,0.02,1.36,0.07,0.01,0.06,0.14,8.27,0.99
contig_1637_phanotate_3_geneCall,0.02,0.27,0.02,0.01,0.06,0.56,0.09,0.04,0.36,0.23,8.36,0.99
contig_1637_phanotate_4_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.97,1.00
contig_1637_phanotate_5_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.02,9.95,1.00
contig_1637_phanotate_6_geneCall,0.09,7.13,0.11,0.02,0.04,0.22,0.14,0.03,0.07,0.19,1.97,0.24
contig_1637_phanotate_7_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
