Genome	Flye.length	Flye.cov	Flye.circ	IsPhage	Vibrant.prediction	Vibrant.type	Vibrant.Quality	Phaster.COMPLETENESS.score	Phaster.SPECIFIC_KEYWORD	Phaster.TOTAL_PROTEIN_NUM	Phaster.PHAGE_HIT_PROTEIN_NUM	Phaster.MOST_COMMON_PHAGE_NAME.hit_genes_count	vHulk.pred	VC	VC.Status	VC.Size	VC.Subcluster	VC.Subcluster.Size	VC.Quality	VC.members			virusTax	jtHost	crisprhit	mattInfo	bonillaInfo	CrisprDB
contig_2795	8188	61	Y	TRUE	virus	lytic	low quality draft	incomplete(40)	head,virion	8	7	PHAGE_Rhizob_RR1_B_NC_021557(5),PHAGE_Rhodob_RcapMu_NC_016165(5),PHAGE_Burkho_phiE255_NC_009237(2),PHAGE_Pseudo_JBD67_NC_042135(2),PHAGE_Pseudo_JBD18_NC_027986(2),PHAGE_Burkho_BcepMu_NC_005882(2),PHAGE_Pseudo_B3_NC_006548(2),PHAGE_Pseudo_vB_PaeS_PM105_NC_028667(1),PHAGE_Rhodov_RS1_NC_020866(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Rhodob_RC1_NC_020839(1),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(1),PHAGE_Pseudo_JBD25_NC_027992(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_132	19006	873	N	TRUE	virus	lytic	low quality draft	incomplete(40)	tail	23	9	PHAGE_Rhizob_vB_RglS_P106B_NC_023566(2),PHAGE_Sinorh_phiLM21_NC_029046(2),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Pseudo_LKO4_NC_041934(1),PHAGE_Salmon_36_NC_029071(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Salmon_SP126_NC_042066(1),PHAGE_Salmon_(in:Nonagvirus)_NC_042025(1),PHAGE_Entero_JenP1_NC_029028(1),PHAGE_Citrob_Stevie_NC_027350(1),PHAGE_Pseudo_MP1412_NC_018282(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Escher_Tls_NC_009540(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Entero_Ec_L1_NC_042122(1),PHAGE_Salico_CGphi29_NC_020844(1),PHAGE_Pseudo_M6_NC_007809(1),PHAGE_Brucel_BiPBO1_NC_031264(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Bartonella	Bartonella apis	NA	NA	Bartonella
contig_2631	10659	31	N	TRUE	virus	lysogenic	low quality draft	incomplete(40)	integrase	12	9	PHAGE_Lactob_JCL1032_NC_019456(2),PHAGE_Lactob_jlb1_NC_024206(2),PHAGE_Lactob_Lj771_NC_010179(2),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Strept_T12_NC_028700(1),PHAGE_Oenoco_phi9805_NC_023559(1),PHAGE_Paenib_Vegas_NC_028767(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Bacill_phi4J1_NC_029008(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Lister_2389_NC_003291(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Strept_APCM01_NC_029030(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Entero_phiFL1A_NC_013646(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Strept_M102_NC_012884(1),PHAGE_Lister_LP_030_2_NC_021539(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	NA	NA	NA	NA
contig_2904	8567	80	Y	TRUE	virus	lytic	low quality draft	incomplete(20)	transposase	12	9	PHAGE_Rhizob_RR1_B_NC_021557(7),PHAGE_Rhodob_RcapMu_NC_016165(6),PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(2),PHAGE_Pseudo_JBD30_NC_020198(2),PHAGE_Pseudo_MP42_NC_018274(2),PHAGE_Pseudo_JBD24_NC_020203(2),PHAGE_Escher_D108_NC_013594(1),PHAGE_Burkho_KS5_NC_015265(1),PHAGE_Entero_Mu_NC_000929(1),PHAGE_Pseudo_MP38_NC_011611(1),PHAGE_Pseudo_JBD69_NC_030908(1),PHAGE_Burkho_KS10_NC_011216(1),PHAGE_Pseudo_B3_NC_006548(1),PHAGE_Gordon_Nyceirae_NC_031004(1),PHAGE_Pseudo_D3112_NC_005178(1),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(1),PHAGE_Haemop_SuMu_NC_019455(1),PHAGE_Entero_SfMu_NC_027382(1),PHAGE_Burkho_KL3_NC_015266(1),PHAGE_Burkho_phiE202_NC_009234(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Bartonella	Bartonella apis	NA	NA	Bartonella
contig_1147	16001	94	N	TRUE	virus	lysogenic	medium quality draft	incomplete(20)	head	22	10	PHAGE_Paraco_Shpa_NC_041868(4),PHAGE_Sinorh_phiLM21_NC_029046(4),PHAGE_Brucel_BiPBO1_NC_031264(2),PHAGE_Escher_vB_EcoM_ep3_NC_025430(1),PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Thermu_P2345_NC_009803(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Mycoba_Sbash_NC_026589(1),PHAGE_Entero_HK544_NC_019767(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Vibrio_PVA1_NC_023605(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Rhodob_RcapNL_NC_020489(1),PHAGE_Entero_HK97_NC_002167(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Rhizob_RR1_A_NC_021560(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Xantho_CP2_NC_020205(1),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Mycoba_Dante_NC_028946(1),PHAGE_Mycoba_Yoshi_NC_042030(1),PHAGE_Entero_mEpX2_NC_019705(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Thalas_BA3_NC_009990(1),PHAGE_Pseudo_PS_1_NC_029066(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Bartonella	Bartonella apis	NA	NA	Bartonella
contig_1920	9143	76	Y	TRUE	virus	lytic	low quality draft	incomplete(30)	plate	10	10	PHAGE_Lactob_phiAQ113_NC_019782(7),PHAGE_Lactob_jlb1_NC_024206(6),PHAGE_Lactob_Lj771_NC_010179(6),PHAGE_Lactob_KC5a_NC_007924(5),PHAGE_Strept_EJ_1_NC_005294(5),PHAGE_Strept_Alq132_NC_013598(1),PHAGE_Strept_A25_NC_028697(1),PHAGE_Strept_2972_NC_007019(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	NA	NA	NA	NA
contig_2670	7700	77	N	TRUE	virus	lysogenic	low quality draft	incomplete(30)	integrase	15	10	PHAGE_Pelagi_HTVC019P_NC_020483(2),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Rhodoc_REQ2_NC_016652(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Mycoba_Adzzy_NC_022058(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Mesorh_phagevB_MloP_Lo5R7ANS_NC_025431(1),PHAGE_Propio_E6_NC_041894(1),PHAGE_Pseudo_PMG1_NC_016765(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Mycoba_Pukovnik_NC_011023(1),PHAGE_Coryne_P1201_NC_009816(1)	Clostridium		Singleton	NA	NA	NA	NA	NA		#VALUE!		Clostridium	NA	NA	NA	NA
contig_1900	10809	77	N	TRUE	virus	lytic	low quality draft	incomplete(30)	plate	18	11	PHAGE_Vibrio_VvAW1_NC_020488(2),PHAGE_Aeromo_pIS4_A_NC_042037(2),PHAGE_Vibrio_pYD38_A_NC_021534(2),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Brucel_Tb_NC_019446(1),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Gordon_Bantam_NC_031074(1),PHAGE_Cronob_vB_CsaM_GAP31_NC_019400(1),PHAGE_Pseudo_PPpW_3_NC_023006(1),PHAGE_Staphy_K_NC_005880(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Bacill_BM5_NC_029069(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Crocei_P2559Y_NC_023614(1),PHAGE_Pseudo_MD8_NC_031091(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Shigel_vB_SsoS_ISF002_NC_041995(1),PHAGE_Escher_K1ind1_NC_041897(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Mycoba_Dorothy_NC_041855(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Salmon_SJ46_NC_031129(1),PHAGE_Brucel_Pr_NC_019447(1),PHAGE_Entero_Ec_L1_NC_042122(1),PHAGE_Staphy_JD007_NC_019726(1),PHAGE_Brucel_BiPBO1_NC_031264(1)	None		Overlap (VC_50/VC_224)	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_2856	10377	81	Y	TRUE	virus	lytic	low quality draft	incomplete(30)	tail	13	11	PHAGE_Rhizob_16_3_NC_011103(4),PHAGE_Brucel_BiPBO1_NC_031264(3),PHAGE_Rhodob_RcapNL_NC_020489(2),PHAGE_Shigel_pSf_1_NC_021331(1),PHAGE_Pseudo_H105/1_NC_015293(1),PHAGE_Escher_bV_EcoS_AHS24_NC_024784(1),PHAGE_Strept_phiSASD1_NC_014229(1),PHAGE_Entero_Ec_L1_NC_042122(1),PHAGE_Geobac_GBK2_NC_023612(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Bartonella	NA	NA	NA	NA
contig_3134	8981	13	Y	TRUE	virus	lytic	low quality draft	incomplete(30)	tail	16	11	PHAGE_Lactob_Lb338_1_NC_012530(3),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Bacill_Bobb_NC_024792(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Staphy_phiIPLA_RODI_NC_028765(1),PHAGE_Bacill_Shbh1_NC_030925(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Bacill_Bastille_NC_018856(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Staphy_SA11_NC_019511(1),PHAGE_Staphy_S25_3_NC_022920(1),PHAGE_Staphy_P108_NC_025426(1),PHAGE_Bacill_T_NC_024205(1),PHAGE_Entero_ECP3_NC_027335(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Bacill_CAM003_NC_024216(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Bacill_Evoli_NC_024207(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Staphy_Stau2_NC_030933(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_G1_NC_007066(1),PHAGE_Staphy_JD007_NC_019726(1),PHAGE_Bacill_SIOphi_NC_042133(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1337	37974	272	N	TRUE	virus	lytic	low quality draft	incomplete(20)	lysin	25	12	PHAGE_Lactob_Lb338_1_NC_012530(6),PHAGE_Lactob_Ldl1_NC_026609(4),PHAGE_Lactob_LP65_NC_006565(2),PHAGE_Entero_EFDG1_NC_029009(2),PHAGE_Lister_LMTA_34_NC_042048(2),PHAGE_Lister_LMSP_25_NC_024360(2),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Lister_LP_037_NC_021787(1),PHAGE_Shigel_SHSML_45_NC_031022(1),PHAGE_Arthro_Colucci_NC_042000(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Klebsi_vB_KpnM_KpV477_NC_031087(1),PHAGE_Lactoc_Q54_NC_008364(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Entero_EFLK1_NC_029026(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Lactob_LfeInf_NC_029058(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Entero_ECP3_NC_027335(1),PHAGE_Escher_e11/2_NC_024125(1),PHAGE_Lactob_Lv_1_NC_011801(1),PHAGE_Lister_vB_LmoM_AG20_NC_020871(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Escher_wV7_NC_019505(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Arthro_PrincessTrina_NC_042053(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Staphy_Stau2_NC_030933(1),PHAGE_Klebsi_JD18_NC_028686(1),PHAGE_Salmon_Shivani_NC_028754(1)	None		Overlap (VC_272/VC_293)	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1798	41466	263	N	TRUE	virus	lytic	low quality draft	incomplete(20)	recombinase	15	12	PHAGE_Lactob_Lb338_1_NC_012530(7),PHAGE_Entero_EFLK1_NC_029026(3),PHAGE_Entero_phiEF24C_NC_009904(3),PHAGE_Entero_EFDG1_NC_029009(3),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_phiAGATE_NC_020081(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Staphy_phiIPLA_RODI_NC_028765(1),PHAGE_Lister_LP_083_2_NC_024383(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Staphy_K_NC_005880(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Staphy_P108_NC_025426(1),PHAGE_Bacill_T_NC_024205(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Bacill_CP_51_NC_025423(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Bacill_DirtyBetty_NC_031054(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Bacill_BCP78_NC_018860(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Brocho_A9_NC_015253(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Bacill_Evoli_NC_024207(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Bacill_SageFayge_NC_031027(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Staphy_G1_NC_007066(1),PHAGE_Staphy_JD007_NC_019726(1),PHAGE_Bacill_SIOphi_NC_042133(1)	None		Overlap (VC_21/VC_33/VC_444)	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2245	9401	50	Y	TRUE	virus	lytic	low quality draft	questionable(80)	plate	15	12	PHAGE_Bacill_Blue_NC_031056(3),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(2),PHAGE_Lactob_Lb338_1_NC_012530(2),PHAGE_Entero_phiEF24C_NC_009904(2),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Bacill_JBP901_NC_027352(2),PHAGE_Bacill_BCP8_2_NC_027355(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_BPS10C_NC_023501(1),PHAGE_Bacill_Phrodo_NC_031100(1),PHAGE_Bacill_Riley_NC_024788(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Entero_EFDG1_NC_029009(1),PHAGE_Bacill_SalinJah_NC_031034(1),PHAGE_Bacill_Nemo_NC_031070(1),PHAGE_Bacill_BigBertha_NC_022769(1),PHAGE_Bacill_AvesoBmore_NC_028887(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2460	11144	90	Y	TRUE	virus	lytic,lytic	low quality draft,complete circular	incomplete(50)	protease,virion,portal,lysis	18	12	PHAGE_Pseudo_D3112_NC_005178(4),PHAGE_Haemop_SuMu_NC_019455(4),PHAGE_Pseudo_H70_NC_027384(3),PHAGE_Pseudo_JBD69_NC_030908(3),PHAGE_Pseudo_LPB1_NC_027298(3),PHAGE_Mannhe_vB_MhM_3927AP2_NC_028766(2),PHAGE_Pseudo_MP38_NC_011611(2),PHAGE_Pseudo_PA1phi_NC_023700(2),PHAGE_Pseudo_MP29_NC_011613(2),PHAGE_Pseudo_JD024_NC_024330(2),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(2),PHAGE_Ralsto_RS138_NC_029107(2),PHAGE_Pseudo_JBD24_NC_020203(2),PHAGE_Pseudo_73_NC_007806(1),PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Pseudo_JBD88a_NC_020200(1),PHAGE_Burkho_KL1_NC_018278(1),PHAGE_Pseudo_MP48_NC_024782(1),PHAGE_Pseudo_FHA0480_NC_041851(1),PHAGE_Stenot_vB_SmaS_DLP_2_NC_029019(1),PHAGE_Pseudo_JBD30_NC_020198(1),PHAGE_Pseudo_DMS3_NC_008717(1),PHAGE_Pseudo_JBD25_NC_027992(1),PHAGE_Pseudo_vB_Pae_Kakheti25_NC_017864(1),PHAGE_Pseudo_JBD93_NC_030918(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Pseudo_JBD5_NC_020202(1),PHAGE_Burkho_BcepMu_NC_005882(1),PHAGE_Thalas_BA3_NC_009990(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1030	22983	129	N	TRUE	virus	lytic	low quality draft	incomplete(30)	lysin	35	13	PHAGE_Arthro_PrincessTrina_NC_042053(2),PHAGE_Lactob_phiPYB5_NC_027982(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Mycoba_Wildcat_NC_008206(1),PHAGE_Mycoba_Rumpelstiltskin_NC_023732(1),PHAGE_Mycoba_Gardann_NC_031124(1),PHAGE_Arthro_Colucci_NC_042000(1),PHAGE_Microb_Pikmin_NC_042119(1),PHAGE_Lactob_LfeInf_NC_029058(1),PHAGE_Arthro_vB_ArtM_ArV1_NC_026606(1),PHAGE_Mycoba_Whirlwind_NC_022052(1),PHAGE_Mycoba_Snenia_NC_028778(1),PHAGE_Mycoba_Crossroads_NC_022071(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Bifidobacterium	Bifidobacterium asteroides	NA	NA	Bifidobacterium
contig_1031	27415	24	N	TRUE	virus	lytic	low quality draft	incomplete(30)	recombinase	22	13	PHAGE_Entero_c_1_NC_019706(2),PHAGE_Edward_GF_2_NC_026611(2),PHAGE_Escher_vB_EcoM_ep3_NC_025430(1),PHAGE_Mycoba_Goku_NC_022085(1),PHAGE_Cellul_phi10:1_NC_021802(1),PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995(1),PHAGE_Entero_933W_NC_000924(1),PHAGE_Stx2_vB_EcoP_24B_NC_027984(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Entero_Min27_NC_010237(1),PHAGE_Stx2_c_86_NC_008464(1),PHAGE_Salmon_IME207_NC_031924(1),PHAGE_Shigel_Ss_VASD_NC_028685(1),PHAGE_Mycoba_Eureka_NC_041850(1),PHAGE_Mycoba_Contagion_NC_022065(1),PHAGE_Entero_phi80_NC_021190(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Escher_TL_2011c_NC_019442(1),PHAGE_Escher_phi191_NC_028660(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Escher_vB_EcoM_ECOO78_NC_041926(1),PHAGE_Paraco_Shpa_NC_041868(1),PHAGE_Mycoba_Bruin_NC_022988(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Salmon_II_E1_NC_010495(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Mycoba_Nala_NC_022976(1),PHAGE_Pseudo_PS_1_NC_029066(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	NA	NA	NA	Gilliamella
contig_1788	27049	106	N	TRUE	virus	lytic	low quality draft	incomplete(50)	coat,tail	16	13	PHAGE_Salmon_vB_SosS_Oslo_NC_018279(7),PHAGE_Entero_ES18_NC_006949(6),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(4),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(4),PHAGE_Pseudo_phi297_NC_016762(4),PHAGE_Salmon_SPN3UB_NC_019545(4),PHAGE_Pseudo_JBD44_NC_030929(4),PHAGE_Cronob_ENT47670_NC_019927(3),PHAGE_Aeromo_pIS4_A_NC_042037(2),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(2),PHAGE_Entero_933W_NC_000924(1),PHAGE_Vibrio_pYD21_A_NC_020846(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Salmon_SPN9CC_NC_017985(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Shigel_Ss_VASD_NC_028685(1),PHAGE_Salmon_IME207_NC_031924(1),PHAGE_Salmon_118970_sal4_NC_030919(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Entero_YYZ_2008_NC_011356(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Entero_ST104_NC_005841(1),PHAGE_Burkho_DC1_NC_018452(1),PHAGE_Gordon_GAL1_NC_031936(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Pseudo_PS_1_NC_029066(1),PHAGE_Vibrio_pYD38_A_NC_021534(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_1941	16354	155	N	TRUE	virus	lytic	low quality draft	questionable(70)	tail,capsid,protease	20	13	PHAGE_Bacter_Lily_NC_028841(7),PHAGE_Vibrio_X29_NC_024369(7),PHAGE_Burkho_BcepMu_NC_005882(3),PHAGE_Burkho_phiE255_NC_009237(2),PHAGE_Rhizob_RR1_B_NC_021557(1),PHAGE_Bacill_BCD7_NC_019515(1),PHAGE_Propio_PFR1_NC_031076(1),PHAGE_Klebsi_phiKO2_NC_005857(1),PHAGE_Xylell_Salvo_NC_042345(1),PHAGE_Propio_PFR2_NC_031108(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Yersin_PY54_NC_005069(1),PHAGE_Salini_M8CC_19_NC_042349(1),PHAGE_Paraco_Shpa_NC_041868(1),PHAGE_Xylell_Sano_NC_042344(1),PHAGE_Salini_M8CRM_1_NC_042351(1),PHAGE_Burkho_KL3_NC_015266(1),PHAGE_Rhodob_RcapNL_NC_020489(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2572	18381	36	N	TRUE	virus	lytic	low quality draft	questionable(80)	portal,head,capsid	13	13	PHAGE_Lister_LMTA_34_NC_042048(3),PHAGE_Lactob_Lb338_1_NC_012530(3),PHAGE_Lister_P100_NC_007610(3),PHAGE_Lister_List_36_NC_024364(3),PHAGE_Lister_LP_064_NC_041862(2),PHAGE_Staphy_vB_SauM_Romulus_NC_020877(1),PHAGE_Coryne_Darwin_NC_042086(1),PHAGE_Paenib_Vegas_NC_028767(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Entero_EFLK1_NC_029026(1),PHAGE_Lister_A511_NC_009811(1),PHAGE_Staphy_SA11_NC_019511(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Entero_phiFL4A_NC_013644(1),PHAGE_Entero_EFDG1_NC_029009(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Staphy_Stau2_NC_030933(1),PHAGE_Entero_ECP3_NC_027335(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2769	10097	28	Y	TRUE	virus	lytic	low quality draft	incomplete(50)	recombinase	16	13	PHAGE_Lactob_Lb338_1_NC_012530(2),PHAGE_Staphy_G1_NC_007066(2),PHAGE_Lister_LP_083_2_NC_024383(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Staphy_K_NC_005880(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Bacill_BCP78_NC_018860(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Staphy_Team1_NC_025417(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Staphy_MCE_2014_NC_025416(1)	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	NA	NA	NA	NA
contig_2794	13881	19	Y	TRUE	virus	lytic	low quality draft	incomplete(20)	head	29	13	PHAGE_Cellul_phi18:1_NC_021790(2),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Entero_vB_KleM_RaK2_NC_019526(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Edward_PEi21_NC_021342(1),PHAGE_Cronob_ENT47670_NC_019927(1),PHAGE_Acinet_AbP2_NC_041998(1),PHAGE_Stx2_vB_EcoP_24B_NC_027984(1),PHAGE_Entero_Min27_NC_010237(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Acinet_IME_AB2_NC_041857(1),PHAGE_Klebsi_vB_KpnM_KpV79_NC_042041(1),PHAGE_Acinet_LZ35_NC_031117(1),PHAGE_Acinet_YMC_13_01_C62_NC_024785(1),PHAGE_Crocei_P2559Y_NC_023614(1)	Escherichia_coli		Singleton	NA	NA	NA	NA	NA		#VALUE!		Escherichia	NA	NA	NA	NA
