CONTIG	REGION	REGION_LENGTH	COMPLETENESS(score)	SPECIFIC_KEYWORD	REGION_POSITION	TRNA_NUM	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	HYPOTHETICAL_PROTEIN_NUM	PHAGE+HYPO_PROTEIN_PERCENTAGE	BACTERIAL_PROTEIN_NUM	ATT_SITE_SHOWUP	PHAGE_SPECIES_NUM	MOST_COMMON_PHAGE_NAME(hit_genes_count)	FIRST_MOST_COMMON_PHAGE_NUM	FIRST_MOST_COMMON_PHAGE_PERCENTAGE	GC_PERCENTAGE
>contig_2114	1	22.5Kb	intact(150)	tail,terminase,portal,head,capsid,plate	550-23107	0	44	25	19	100%	0	no	3	PHAGE_Vibrio_X29_NC_024369(12),PHAGE_Bacter_Lily_NC_028841(11),PHAGE_Burkho_phiE255_NC_009237(6),PHAGE_Burkho_BcepMu_NC_005882(4),PHAGE_Synech_S_CBS3_NC_015465(2),PHAGE_Rhizob_RR1_B_NC_021557(2),PHAGE_Synech_S_CBS1_NC_016164(2),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Escher_vB_EcoM_ep3_NC_025430(1),PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995(1),PHAGE_Brocho_NF5_NC_015252(1),PHAGE_Halomo_phiHAP_1_NC_010342(1),PHAGE_Proteu_pPM_01_NC_028812(1),PHAGE_Klebsi_phiKO2_NC_005857(1),PHAGE_Achrom_phiAxp_2_NC_029106(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Salmon_118970_sal1_NC_031930(1),PHAGE_Xylell_Sano_NC_042344(1),PHAGE_Pseudo_phiCTX_NC_003278(1),PHAGE_Entero_fiAA91_ss_NC_022750(1),PHAGE_Salmon_Chi_NC_021315(1),PHAGE_Rhodob_RcapNL_NC_020489(1),PHAGE_Erwini_ENT90_NC_019932(1),PHAGE_Bacill_BCD7_NC_019515(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Xylell_Salvo_NC_042345(1),PHAGE_Salmon_Chi_NC_025442(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Entero_mEp460_NC_019716(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Salini_M8CC_19_NC_042349(1),PHAGE_Salini_M8CRM_1_NC_042351(1)	23	27.27%	43.48%
>contig_2619	1	35Kb	intact(150)	tail,head,capsid,portal,terminase	25-35034	0	54	31	23	100%	0	no	15	PHAGE_Entero_DE3_NC_042057(3),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(3),PHAGE_Entero_SfV_NC_003444(3),PHAGE_Entero_mEp460_NC_019716(3),PHAGE_Entero_cdtI_NC_009514(3),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(2),PHAGE_Entero_mEp235_NC_019708(2),PHAGE_Cronob_vB_CsaP_GAP52_NC_019402(2),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(2),PHAGE_Geobac_E2_NC_009552(2),PHAGE_Bacill_phIS3501_NC_019502(2),PHAGE_Burkho_KS9_NC_013055(2),PHAGE_Phage_Gifsy_2_NC_010393(2),PHAGE_Entero_YYZ_2008_NC_011356(2),PHAGE_Salmon_118970_sal3_NC_031940(2),PHAGE_Klebsi_phiKO2_NC_005857(2),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Entero_BP_4795_NC_004813(2),PHAGE_Salmon_7_11_NC_015938(2),PHAGE_Stx2_c_1717_NC_011357(2),PHAGE_Rhizob_16_3_NC_011103(2),PHAGE_Erwini_phiEa104_NC_015292(1),PHAGE_Staphy_phiPV83_NC_002486(1),PHAGE_Vibrio_12B8_NC_021073(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Entero_CAjan_NC_028776(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Psychr_Psymv2_NC_023734(1),PHAGE_Staphy_phiPVL_CN125_NC_012784(1),PHAGE_Pseudo_PaMx11_NC_028770(1),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Bacill_BtCS33_NC_018085(1),PHAGE_Bacill_Gamma_NC_007458(1),PHAGE_Strept_phiC31_NC_001978(1),PHAGE_Escher_4_NC_027364(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Pseudo_phi2_NC_030931(1),PHAGE_Escher_121Q_NC_025447(1),PHAGE_Clostr_PhiS63_NC_017978(1),PHAGE_Salmon_LSPA1_NC_026017(1),PHAGE_Entero_vB_EfaS_AL2_NC_042127(1),PHAGE_Clostr_phiSM101_NC_008265(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Staphy_JS01_NC_021773(1),PHAGE_Lactob_iA2_NC_028830(1),PHAGE_Escher_Seurat_NC_027378(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Staphy_StB20_NC_019915(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Strept_TG1_NC_018853(1),PHAGE_Erwini_phiEa21_4_NC_011811(1),PHAGE_Brucel_BiPBO1_NC_031264(1),PHAGE_Staphy_6ec_NC_024355(1),PHAGE_Pseudo_Pq0_NC_029100(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Pseudo_vB_PaeS_PAO1_Ab18_NC_026594(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Salmon_SP_031_NC_021775(1),PHAGE_Escher_slur01_NC_028831(1),PHAGE_Salmon_SPN3US_NC_027402(1),PHAGE_Staphy_tp310_1_NC_009761(1),PHAGE_Entero_HK630_NC_019723(1)	7	5.55%	47.69%
>contig_2511	1	30.6Kb	intact(110)	integrase,lysis,lysin,tail,capsid,head	239-30932	0	32	24	8	100%	0	no	10	PHAGE_Entero_Tyrion_NC_031077(5),PHAGE_Salmon_SPN1S_NC_016761(4),PHAGE_Vibrio_QH_NC_027397(3),PHAGE_Vibrio_J2_NC_027393(3),PHAGE_Escher_phiV10_NC_007804(3),PHAGE_Pelagi_HTVC010P_NC_020481(3),PHAGE_Vibrio_VP5_NC_005891(2),PHAGE_Burkho_BcepC6B_NC_005887(2),PHAGE_Entero_UAB_Phi78_NC_020414(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Liberi_SC1_NC_019549(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Entero_Min27_NC_010237(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Haemop_Aaphi23_NC_004827(1),PHAGE_Flavob_FCV_1_NC_041845(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Entero_IME10_NC_019501(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Vibrio_VP2_NC_005879(1),PHAGE_Prochl_P_SSP3_NC_020874(1),PHAGE_Entero_EcP1_NC_019485(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Citrob_SH4_NC_031018(1),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Cyanop_SS120_1_NC_020872(1),PHAGE_Entero_933W_NC_000924(1),PHAGE_Entero_SP6_NC_004831(1),PHAGE_Morgan_MmP1_NC_011085(1),PHAGE_Salmon_BP12B_NC_031271(1),PHAGE_Roseob_SIO1_NC_002519(1),PHAGE_Cronob_Dev2_NC_023558(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Vibrio_phiVC8_NC_027118(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Bordet_BPP_1_NC_005357(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Salmon_epsilon15_NC_004775(1)	9	15.62%	44.31%
>contig_2891	1	4.2Kb	incomplete(30)	plate	214-4463	0	6	6	0	100%	0	no	1	PHAGE_Vibrio_X29_NC_024369(4),PHAGE_Burkho_phiE255_NC_009237(3),PHAGE_Bacter_Lily_NC_028841(3),PHAGE_Burkho_BcepMu_NC_005882(3),PHAGE_Ralsto_RSY1_NC_025115(2),PHAGE_Rhizob_RR1_B_NC_021557(1),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Erwini_ENT90_NC_019932(1),PHAGE_Pseudo_PPpW_3_NC_023006(1),PHAGE_Burkho_KL3_NC_015266(1)	6	66.66%	36.54%
>contig_2679	1	6.8Kb	incomplete(50)	head,protease,portal,tail	247-7071	0	8	7	1	100%	0	no	4	PHAGE_Lactob_phiadh_NC_000896(4),PHAGE_Lactoc_lato_NC_004746(3),PHAGE_Lactob_Sha1_NC_019489(3),PHAGE_Strept_7201_NC_002185(3),PHAGE_Lactoc_BK5_T_NC_002796(3),PHAGE_Strept_YMC_2011_NC_018285(2),PHAGE_Strept_Sfi21_NC_000872(2),PHAGE_Lactoc_bIL286_NC_002667(2),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Strept_DT1_NC_002072(1),PHAGE_Strept_Abc2_NC_013645(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lactob_Ldl1_NC_026609(1)	3	50%	36.54%
>contig_1540	1	8.9Kb	incomplete(10)	NA	39-9019	0	15	14	1	100%	0	no	2	PHAGE_Aggreg_S1249_NC_013597(5),PHAGE_Haemop_Aaphi23_NC_004827(5),PHAGE_Salmon_BP63_NC_031250(4),PHAGE_Psychr_pOW20_A_NC_020841(2),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Haemop_HP2_NC_003315(1)	12	33.33%	34.23%
>contig_1431	1	3.4Kb	incomplete(40)	tail	11451-14855	0	7	6	1	100%	0	no	3	PHAGE_Lactob_Lb338_1_NC_012530(3),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Entero_phiEF24C_NC_009904(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Bacill_Shbh1_NC_030925(1),PHAGE_Bacill_Moonbeam_NC_027374(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Bacill_Eldridge_NC_030920(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Bacill_Mater_NC_027366(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Entero_EFDG1_NC_029009(1),PHAGE_Staphy_Stau2_NC_030933(1),PHAGE_Staphy_MCE_2014_NC_025416(1),PHAGE_Staphy_JD007_NC_019726(1),PHAGE_Bacill_SIOphi_NC_042133(1)	4	42.85%	35.83%
>contig_2245	1	8.9Kb	questionable(80)	plate	388-9323	0	15	12	3	100%	0	no	5	PHAGE_Bacill_Blue_NC_031056(3),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(2),PHAGE_Lactob_Lb338_1_NC_012530(2),PHAGE_Entero_phiEF24C_NC_009904(2),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Bacill_JBP901_NC_027352(2),PHAGE_Bacill_BCP8_2_NC_027355(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_BPS10C_NC_023501(1),PHAGE_Bacill_Phrodo_NC_031100(1),PHAGE_Bacill_Riley_NC_024788(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Entero_EFDG1_NC_029009(1),PHAGE_Bacill_SalinJah_NC_031034(1),PHAGE_Bacill_Nemo_NC_031070(1),PHAGE_Bacill_BigBertha_NC_022769(1),PHAGE_Bacill_AvesoBmore_NC_028887(1)	4	20%	36.65%
>contig_2513	1	5.4Kb	incomplete(20)	lysin	2061-7508	0	12	6	6	100%	0	no	6	PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Pseudo_PaMx74_NC_028809(1),PHAGE_Gordon_Bowser_NC_030930(1),PHAGE_Brevib_Abouo_NC_029029(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Burkho_KS5_NC_015265(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Brevib_Jimmer2_NC_041976(1),PHAGE_Brevib_Jenst_NC_028805(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Entero_P88_NC_026014(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Bacill_vB_BhaS_171_NC_030904(1),PHAGE_Entero_phiFL4A_NC_013644(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Pseudo_JBD44_NC_030929(1),PHAGE_Burkho_phiE202_NC_009234(1),PHAGE_Burkho_KL3_NC_015266(1)	1	8.33%	37.81%
>contig_1627	1	7.5Kb	incomplete(30)	tail,capsid	4395-11991	0	8	6	2	100%	0	no	3	PHAGE_Entero_vB_Efae230P_4_NC_025467(2),PHAGE_Lactoc_WP_2_NC_024149(2),PHAGE_Strept_C1_NC_004814(2),PHAGE_Entero_vB_IME195_NC_028693(2),PHAGE_Staphy_SAP_2_NC_009875(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Staphy_66_NC_007046(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_SLPW_NC_031008(1),PHAGE_Staphy_GRCS_NC_023550(1),PHAGE_Lactoc_WRP3_NC_027341(1)	3	25%	44.10%
>contig_1562	1	4.1Kb	incomplete(50)	head,tail	501-4613	0	9	8	1	100%	0	no	2	PHAGE_Lactob_phiadh_NC_000896(6),PHAGE_Strept_Sfi19_NC_000871(3),PHAGE_Strept_DT1_NC_002072(3),PHAGE_Strept_7201_NC_002185(3),PHAGE_Lactob_Lv_1_NC_011801(3),PHAGE_Lactob_Lc_Nu_NC_007501(2),PHAGE_Lactob_phiAT3_NC_005893(2),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Strept_Sfi21_NC_000872(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Strept_Abc2_NC_013645(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Lactoc_BK5_T_NC_002796(1)	7	66.66%	37.39%
>contig_2795	1	7Kb	incomplete(40)	head,virion	450-7532	0	8	7	1	100%	0	no	2	PHAGE_Rhizob_RR1_B_NC_021557(5),PHAGE_Rhodob_RcapMu_NC_016165(5),PHAGE_Burkho_phiE255_NC_009237(2),PHAGE_Pseudo_JBD67_NC_042135(2),PHAGE_Pseudo_JBD18_NC_027986(2),PHAGE_Burkho_BcepMu_NC_005882(2),PHAGE_Pseudo_B3_NC_006548(2),PHAGE_Pseudo_vB_PaeS_PM105_NC_028667(1),PHAGE_Rhodov_RS1_NC_020866(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Rhodob_RC1_NC_020839(1),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(1),PHAGE_Pseudo_JBD25_NC_027992(1)	6	62.5%	43.44%
>contig_2068	1	10.5Kb	incomplete(20)	recombinase	288-10797	0	25	19	6	100%	0	no	7	PHAGE_Lactob_Lb338_1_NC_012530(4),PHAGE_Bacill_Grass_NC_022771(2),PHAGE_Lister_LMTA_148_NC_024787(2),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Entero_phiEF24C_NC_009904(2),PHAGE_Entero_EFDG1_NC_029009(2),PHAGE_Staphy_P108_NC_025426(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Staphy_MCE_2014_NC_025416(2),PHAGE_Bacill_Megatron_NC_024211(2),PHAGE_Bacill_DirtyBetty_NC_031054(2),PHAGE_Staphy_G1_NC_007066(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Staphy_phiIPLA_RODI_NC_028765(1),PHAGE_Bacill_Shbh1_NC_030925(1),PHAGE_Bacill_Kida_NC_031012(1),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Staphy_Sb_1_NC_023009(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Bacill_Mater_NC_027366(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Lister_vB_LmoM_AG20_NC_020871(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Bacill_Eldridge_NC_030920(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Lister_LP_125_NC_021781(1),PHAGE_Bacill_NotTheCreek_NC_031049(1),PHAGE_Bacill_Eyuki_NC_028944(1),PHAGE_Staphy_Team1_NC_025417(1),PHAGE_Bacill_SageFayge_NC_031027(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Bacill_BCP8_2_NC_027355(1),PHAGE_Bacill_phiAGATE_NC_020081(1),PHAGE_Staphy_JD007_NC_019726(1),PHAGE_Bacill_SIOphi_NC_042133(1)	12	16%	34.09%
>contig_1787	1	3.3Kb	incomplete(10)	NA	2297-5647	0	7	7	0	100%	0	no	1	PHAGE_Cronob_ENT47670_NC_019927(3),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Aeromo_pIS4_A_NC_042037(1),PHAGE_Salmon_IME207_NC_031924(1),PHAGE_Salmon_II_E1_NC_010495(1),PHAGE_Pseudo_JBD44_NC_030929(1),PHAGE_Vibrio_pYD38_A_NC_021534(1)	7	42.85%	39.06%
>contig_1091	1	29Kb	intact(120)	plate,integrase,tail	4792-33820	0	43	33	10	100%	0	yes	24	PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(6),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(6),PHAGE_Cronob_ENT47670_NC_019927(6),PHAGE_Entero_DE3_NC_042057(4),PHAGE_Aeromo_pIS4_A_NC_042037(4),PHAGE_Vibrio_pYD38_A_NC_021534(4),PHAGE_Phage_Gifsy_2_NC_010393(3),PHAGE_Entero_mEp460_NC_019716(3),PHAGE_Entero_lambda_NC_001416(3),PHAGE_Phage_Gifsy_1_NC_010392(2),PHAGE_Entero_YYZ_2008_NC_011356(2),PHAGE_Entero_cdtI_NC_009514(2),PHAGE_Salmon_64795_sal3_NC_031918(2),PHAGE_Entero_ES18_NC_006949(2),PHAGE_Erwini_phiEt88_NC_015295(2),PHAGE_Entero_BP_4795_NC_004813(2),PHAGE_Salmon_Fels_1_NC_010391(2),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(2),PHAGE_Salmon_IME207_NC_031924(2),PHAGE_Edward_GF_2_NC_026611(2),PHAGE_Entero_HK630_NC_019723(2),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Clostr_phiC2_NC_009231(1),PHAGE_Entero_vB_KleM_RaK2_NC_019526(1),PHAGE_Escher_JMPW1_NC_041874(1),PHAGE_Escher_JMPW2_NC_041873(1),PHAGE_Vibrio_12A4_NC_021068(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Prochl_P_SSM4_NC_006884(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Shigel_vB_SsoS_ISF002_NC_041995(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Pseudo_H66_NC_042342(1),PHAGE_Gordon_Twister6_NC_031052(1),PHAGE_Escher_HK75_NC_016160(1),PHAGE_Pseudo_JBD44_NC_030929(1),PHAGE_Haemop_HP1_NC_001697(1),PHAGE_Clostr_phiCD119_NC_007917(1),PHAGE_Gordon_Bantam_NC_031074(1),PHAGE_Vibrio_VHML_NC_004456(1),PHAGE_Prochl_P_HM1_NC_015280(1),PHAGE_Prochl_P_RSM4_NC_015283(1),PHAGE_Escher_4_NC_027364(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Burkho_phiE202_NC_009234(1),PHAGE_Entero_Tyrion_NC_031077(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Crocei_P2559Y_NC_023614(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Aeromo_65_NC_015251(1),PHAGE_Vibrio_VvAW1_NC_020488(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Vibrio_12B3_NC_021067(1),PHAGE_Mycoba_Dorothy_NC_041855(1),PHAGE_Mycoba_Sparky_NC_026597(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Clostr_phiMMP02_NC_019421(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Shigel_pSf_2_NC_026010(1),PHAGE_Salico_CGphi29_NC_020844(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Entero_P1_NC_005856(1),PHAGE_Vibrio_pYD21_A_NC_020846(1),PHAGE_Clostr_phiCT453B_NC_029004(1),PHAGE_Pectob_CBB_NC_041878(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Pseudo_PS_1_NC_029066(1),PHAGE_Escher_ADB_2_NC_019725(1),PHAGE_Thalas_BA3_NC_009990(1)	6	13.95%	38.17%
>contig_1695	1	17.6Kb	incomplete(30)	tail	680-18353	0	27	15	12	100%	0	no	6	PHAGE_Lactob_phiadh_NC_000896(8),PHAGE_Lactob_Lv_1_NC_011801(4),PHAGE_Strept_Abc2_NC_013645(2),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Oenoco_phiS13_NC_023560(1),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Strept_Sfi21_NC_000872(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Oenoco_phi9805_NC_023559(1),PHAGE_Strept_SpSL1_NC_027396(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Lactoc_BK5_T_NC_002796(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Oenoco_phiS11_NC_023571(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Clostr_phiCD119_NC_007917(1),PHAGE_Strept_Sfi19_NC_000871(1),PHAGE_Rhodov_RS1_NC_020866(1),PHAGE_Strept_DT1_NC_002072(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Strept_phiARI0923_NC_030946(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Strept_P9_NC_009819(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Paenib_Xenia_NC_028837(1),PHAGE_Lactob_Ldl1_NC_026609(1),PHAGE_Strept_7201_NC_002185(1)	10	29.62%	38.15%
>contig_1836	1	6.2Kb	incomplete(10)	NA	297-6562	0	12	10	2	100%	0	no	5	PHAGE_Lactob_phiadh_NC_000896(2),PHAGE_Lactob_KC5a_NC_007924(2),PHAGE_Staphy_phinm2_NC_028913(1),PHAGE_Staphy_phiN315_NC_004740(1),PHAGE_Staphy_PVL_NC_002321(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Pseudo_PMG1_NC_016765(1),PHAGE_Staphy_phiPV83_NC_002486(1),PHAGE_Erysip_SE_1_NC_029078(1),PHAGE_Staphy_55_NC_007060(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Staphy_phiBU01_NC_026016(1),PHAGE_Staphy_phiMR11_NC_010147(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lactob_phiAQ113_NC_019782(1),PHAGE_Lactob_Lv_1_NC_011801(1)	3	16.66%	33.47%
>contig_2	1	8.2Kb	incomplete(10)	NA	515-8753	0	17	8	9	100%	0	no	5	PHAGE_Clostr_phiCD505_NC_028764(1),PHAGE_Lister_A118_NC_003216(1),PHAGE_Lactob_phig1e_NC_004305(1),PHAGE_Strept_T12_NC_028700(1),PHAGE_Strept_DCC1738_NC_024361(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Clostr_phiMMP03_NC_028959(1),PHAGE_Staphy_PH15_NC_008723(1),PHAGE_Staphy_CNPx_NC_031241(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Clostr_phiCDHM19_NC_028996(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Strept_IC1_NC_024370(1),PHAGE_Entero_EFC_1_NC_025453(1),PHAGE_Lactob_Lrm1_NC_011104(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Clostr_phiMMP02_NC_019421(1),PHAGE_Entero_phiFL1A_NC_013646(1)	2	5.88%	36.95%
>contig_2	2	3.5Kb	incomplete(50)	protease	76773-80289	0	6	6	0	100%	0	no	3	PHAGE_Mycoba_LinStu_NC_023714(1),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Mycoba_Catera_NC_008207(1),PHAGE_Mycoba_HyRo_NC_028869(1),PHAGE_Altero_vB_AmaP_AD45_P1_NC_021532(1),PHAGE_Yersin_fHe_Yen9_04_NC_042116(1),PHAGE_Mycoba_Nappy_NC_023725(1),PHAGE_Mycoba_Cali_NC_011271(1)	4	16.66%	35.71%
