contig	protLen	protHits
contig_1178	521	hypothetical protein, fig|1235650.3.peg.42 hypothetical protein, fig|1124655.3.peg.2 Phage protein, fig|886285.3.peg.3 Phage protein, fig|1235645.3.peg.42 hypothetical protein, fig|1500825.3.peg.42 hypothetical protein
contig_1178	539	fig|885867.3.peg.27 hypothetical protein
contig_1178	563	fig|6666666.74422.peg.13 hypothetical protein, fig|6666666.74155.peg.7 hypothetical protein, fig|6666666.74423.peg.11 hypothetical protein, fig|6666666.74153.peg.22 hypothetical protein, fig|6666666.74154.peg.6 hypothetical protein
contig_1178	539	DNA repair protein, fig|6666666.73729.peg.36 hypothetical protein, fig|1541883.3.peg.28 hypothetical protein, fig|222645.1.peg.75 Phage protein, fig|33771.1.peg.85 Phage protein
contig_1178	413	fig|373415.2.peg.45 Phage protein, fig|1527770.3.peg.229 hypothetical protein
contig_1178	476	fig|261726.2.peg.30 Phage protein
contig_1178	287	fig|348137.2.peg.77 Phage major capsid protein
contig_1178	122	NA
contig_1178	113	NA
contig_1178	965	fig|1325953.4.peg.108 phosphoesterase Not in a subsystem 1325953.4 Mycobacterium phage PegLeg, complete genome. protein, fig|1088864.3.peg.105 Phage protein, fig|373415.2.peg.113 Phage phosphoesterase protein
contig_1178	1475	fig|55510.3.peg.183 Serine/threonine protein
contig_1178	128	Phage antirepressor protein
contig_1178	113	fig|227470.1.peg.272 Phage protein
contig_1178	836	fig|6666666.73690.peg.53 hypothetical protein, fig|979525.3.peg.160 Phage protein, fig|979526.3.peg.158 Phage protein, fig|1449896.3.peg.5 protein, fig|1074044.3.peg.5 protein
contig_1178	512	fig|12336.2.peg.42 Phage protein, fig|1206557.3.peg.17 hypothetical protein, fig|491003.2.peg.25 Phage protein, fig|1335230.3.peg.149 hypothetical protein, fig|1049283.3.peg.107 Phage protein
contig_1178	821	fig|222645.1.peg.30 Prohibitin Not in a subsystem 222645.1 Halovirus HF1 protein, fig|33771.1.peg.35 Phage protein, fig|1211644.3.peg.177 putative band 7 lipo protein, fig|1211641.3.peg.182 putative band 7 lipo protein, fig|1211642.3.peg.178 putative band 7 lipo protein
contig_1178	392	fig|979525.3.peg.203 Ribonucleotide reductase of class Ia (aerobic protein, fig|979526.3.peg.202 Ribonucleotide reductase of class Ia (aerobic protein, fig|979527.3.peg.199 Ribonucleotide reductase of class Ia (aerobic protein, fig|979528.3.peg.200 Ribonucleotide reductase of class Ia (aerobic protein, fig|979529.3.peg.196 Ribonucleotide reductase of class Ia (aerobic protein
contig_1178	461	fig|6666666.74579.peg.42 hypothetical protein, fig|6666666.73617.peg.26 phage/plasmid-like protein, fig|6666666.73618.peg.33 phage/plasmid-like protein
contig_1178	317	fig|1007869.3.peg.177 hypothetical protein, fig|6666666.73631.peg.17 hypothetical protein, fig|6666666.73632.peg.6 hypothetical protein, fig|6666666.73903.peg.6 hypothetical protein, fig|6666666.73905.peg.6 hypothetical protein
contig_1178	305	fig|114777.1.peg.7 Phage major capsid protein, fig|37105.3.peg.2 Phage terminase, small subunit, putative, P27 Not in a subsystem 37105.3 Lactobacillus phage JCL1032 protein, fig|1458859.3.peg.152 tape measure protein, fig|198110.2.peg.421 Phage protein, fig|6666666.73588.peg.2 hypothetical protein
contig_1178	302	NA
contig_1178	1082	fig|322855.3.peg.49 Thymidylate synthase thyX (EC 2.1.1.- protein, fig|490912.2.peg.29 Phage protein, fig|490913.2.peg.27 Phage protein, fig|1477404.4.peg.56 putative thymidylate synthase Not in a subsystem 1477404.4 Dinoroseobacter phage DFL12phi1, complete genome. protein, fig|1536592.3.peg.43 putative thymidylate synthase Not in a subsystem 1536592.3 Idiomarinaceae phage 1N2-2, complete genome. protein
contig_1178	695	fig|346883.2.peg.51 Phage protein, fig|6666666.74588.peg.16 Phage-related protein, fig|6666666.73932.peg.30 hypothetical protein, fig|66711.4.peg.191 Phage protein
contig_1178	644	fig|1211640.3.peg.121 putative NlpC/P60 family cell wall peptidase Not in a subsystem 1211640.3 Caulobacter phage CcrColossus, complete genome. protein, fig|1537091.3.peg.11 hypothetical protein, fig|1561065.5.peg.24 hypothetical protein, fig|6666666.73688.peg.29 Non-structural protein
contig_1178	104	NA
contig_1178	743	fig|1399915.3.peg.32 deoxyuridine 5'-triphosphate nucleotidohydrolase Not in a subsystem 1399915.3 Pectobacterium phage PM1, complete genome. protein, fig|1051676.3.peg.54 Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23 protein, fig|6666666.73567.peg.15 dUTP diphosphatase Not in a subsystem 6666666.73567 uncultured Mediterranean phage uvMED-CGR-U-MedDCM-OCT-S27-C45 protein, fig|552525.2.peg.23 Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23 protein, fig|1414737.3.peg.6 putative deoxyuridine 5'-triphosphate nucleotidohydrolase Not in a subsystem 1414737.3 Rhizobium phage vB_RleS_L338C, complete genome. protein
contig_1178	449	NA
contig_1178	152	NA
contig_1178	743	fig|1088865.3.peg.206 Phage protein, fig|1327936.3.peg.227 terminase Not in a subsystem 1327936.3 Mycobacterium phage Gizmo, complete genome. protein, fig|6666666.3813.peg.209 Phage protein, fig|1176426.3.peg.199 Phage protein, fig|1079895.4.peg.203 Phage protein
contig_1178	1694	NA
contig_1178	1463	fig|1132026.3.peg.29 Phage protein
contig_1178	518	fig|1007869.3.peg.118 hypothetical protein
contig_1178	359	fig|1204514.3.peg.294 Phage protein, fig|75320.1.peg.300 Phage protein, fig|1089120.3.peg.12 Phage protein
contig_1178	2123	fig|10658.1.peg.8 Phage minor capsid protein, fig|318595.2.peg.9 Phage minor capsid protein
contig_1178	896	fig|755164.3.peg.79 Secreted protein, fig|981330.3.peg.33 Phage tail length tape measure protein, fig|6666666.3840.peg.30 Phage tail length tape measure protein, fig|6666666.3808.peg.48 Phage tail length tape measure protein
contig_1178	761	hypothetical protein, fig|1536597.3.peg.41 TerS Not in a subsystem 1536597.3 Enterobacteria phage J8-65, complete genome. protein
contig_1178	2546	fig|546805.2.peg.125 Phage endolysin Phage_entry_and_exit| Phage_lysis_modules 546805.2 Myoviridae Mycobacterium phage Myrna protein, fig|1007869.3.peg.124 baseplate protein, fig|6666666.3805.peg.121 Phage endolysin Phage_entry_and_exit| Phage_lysis_modules 6666666.3805 Mycophage LinStu protein, fig|6666666.3845.peg.123 Phage endolysin Phage_entry_and_exit| Phage_lysis_modules 6666666.3845 Mycophage Sebata protein, fig|6666666.3813.peg.126 Phage endolysin Phage_entry_and_exit| Phage_lysis_modules 6666666.3813 Mycophage Nappy protein
contig_1178	575	putative endodeoxyribonuclease RusA Not in a subsystem 1239381.3 Streptococcus phage phiNJ2, complete genome. protein, phage endodeoxyribonuclease Not in a subsystem 1267169.3 Streptococcus phage phiBHN167 complete genome. protein, Holliday junction resolvase / Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.- protein, Phage protein
contig_1178	569	fig|1084719.3.peg.19 Phage protein, fig|1007869.3.peg.80 prohead protease Not in a subsystem 1007869.3 Rhodococcus phage E3, complete genome. protein, fig|1088865.3.peg.84 Phage tail length tape measure protein
contig_1178	407	fig|1074305.4.peg.140 gp144 Not in a subsystem 1074305.4 Mycobacterium phage Dandelion, complete genome. protein, fig|1079895.4.peg.121 Phage protein, fig|1088865.3.peg.125 Phage protein, fig|1088867.3.peg.133 Phage protein, fig|1176426.3.peg.119 Phage protein
contig_1178	734	fig|1074305.4.peg.124 gp128 Not in a subsystem 1074305.4 Mycobacterium phage Dandelion, complete genome. protein, fig|1079895.4.peg.105 Phage protein, fig|1088865.3.peg.109 Phage protein, fig|1088867.3.peg.117 Phage protein, fig|1176426.3.peg.103 Phage protein
contig_1178	1136	Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17 protein, fig|1566993.3.peg.26 lysin Not in a subsystem 1566993.3 Arthrobacter phage vB_ArtM-ArV1, complete genome. protein, fig|354260.3.peg.49 Phage lysin, N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28 protein, fig|947980.3.peg.25 putative lysin Not in a subsystem 947980.3 Lactobacillus phage LF1 protein, fig|438780.3.peg.27 Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.- protein, fig|977801.3.peg.32 endolysin Not in a subsystem 977801.3 Enterococcus phage EF62phi protein
contig_1178	281	Phage tail length tape measure protein, hypothetical protein, fig|707757.5.peg.64 Phage protein, fig|663237.3.peg.20 lysin Not in a subsystem 663237.3 Bacillus phage Wip1, complete genome. protein, fig|1527524.6.peg.66 hypothetical protein, fig|1567006.3.peg.129 receptor-blocking protein, fig|1112008.3.peg.148 receptor-blocking protein
contig_1178	125	NA
contig_1178	1379	fig|546805.2.peg.130 Phage protein
contig_1178	1835	fig|546805.2.peg.129 Phage baseplate protein
contig_1178	353	fig|1007869.3.peg.127 putative baseplate J family protein, fig|546805.2.peg.129 Phage baseplate protein
contig_1178	518	fig|1074305.4.peg.129 gp133 Not in a subsystem 1074305.4 Mycobacterium phage Dandelion, complete genome. protein, fig|1079895.4.peg.110 Phage protein
contig_1178	1184	fig|546805.2.peg.115 Phage protein, fig|1007869.3.peg.115 putative phage tail sheath protein, fig|663554.2.peg.112 Phage protein, fig|6666666.3730.peg.100 Phage protein, fig|6666666.3888.peg.103 Phage protein
contig_1178	107	fig|686439.2.peg.61 Phage protein
contig_1178	404	fig|6666666.73771.peg.65 phage tail protein, fig|6666666.74047.peg.15 phage tail protein, fig|6666666.74049.peg.9 phage tail protein, fig|6666666.74051.peg.10 phage tail protein, fig|6666666.74055.peg.3 phage tail protein
contig_1178	170	fig|1141135.3.peg.154 hypothetical protein
contig_1178	548	fig|1129146.3.peg.28 Phage protein, fig|1327037.3.peg.20 hypothetical protein, fig|331278.3.peg.162 Phage protein, fig|115987.1.peg.96 Phage lipo protein, fig|321023.5.peg.26 Phage lipo protein
contig_1178	1052	fig|539221.6.peg.17 DNA stabilization protein, fig|699370.5.peg.72 ribonuclease Not in a subsystem 699370.5 Thermus phage TMA DNA protein, fig|155148.1.peg.50 Phage packaged DNA stabilization protein, fig|424716.2.peg.15 Phage protein
contig_1178	2429	fig|1417599.3.peg.23 hypothetical protein, fig|6666666.74351.peg.7 DNA terminase packaging enzyme small subunit Not in a subsystem 6666666.74351 uncultured Mediterranean phage uvMED-GF-C47-MedDCM-OCT-S35-C41 protein, fig|6666666.74311.peg.32 DNA terminase packaging enzyme small subunit Not in a subsystem 6666666.74311 uncultured Mediterranean phage uvMED-GF-C33A-MedDCM-OCT-S23-C1 protein, fig|6666666.74312.peg.32 DNA terminase packaging enzyme small subunit Not in a subsystem 6666666.74312 uncultured Mediterranean phage uvMED-GF-C33A-MedDCM-OCT-S43-C2 protein, fig|1406783.3.peg.58 hypothetical protein
contig_1178	101	putative tail protein
contig_1178	1334	fig|255131.1.peg.61 Phage protein
contig_1178	527	fig|1007869.3.peg.81 structural protein, fig|1079895.4.peg.81 Phage protein, fig|1088865.3.peg.85 Phage protein, fig|1327762.3.peg.93 hypothetical protein, fig|1327936.3.peg.99 hypothetical protein
contig_1178	953	fig|1007869.3.peg.82 major capsid protein, fig|546807.2.peg.91 Phage protein, fig|1079895.4.peg.82 Phage protein, fig|1088865.3.peg.86 Phage protein, fig|1088867.3.peg.93 Phage protein
contig_1178	593	Valyl-tRNA synthetase Not in a subsystem 197310.2 T4-like viruses Enterobacteria phage RB14 protein, valyl-tRNA synthetase modifier Not in a subsystem 69609.3 Enterobacteria phage RB27, complete genome. protein, valyl-tRNA synthetase modifier Not in a subsystem 31533.3 Enterobacteria phage RB3, complete genome. protein, hypothetical protein, valyl-tRNA synthetase modifier Not in a subsystem 1351740.3 Yersinia phage PST, complete genome. protein, modifier of valyl-tRNA synthetase Enterobacteria phage RB14 | of | valyl-tRNA | synthetase | Enterobacteria | phage | RB14 protein, valyl-tRNA synthetase modifier Enterobacteria phage T4T | synthetase | modifier | Enterobacteria | phage | T4T protein, modifier of valyl-tRNA synthetase Enterobacteria phage RB32 | of | valyl-tRNA | synthetase | Enterobacteria | phage | RB32 protein, Vs valyl-tRNA synthetase modifier Enterobacteria phage T4 | valyl-tRNA | synthetase | modifier | Enterobacteria | phage | T4 protein, fig|255131.1.peg.25 Phage endopeptidase (EC 3.4.-.- protein
contig_1178	827	fig|1357423.3.peg.278 RelA/SpoT family protein, fig|1486657.3.peg.238 hypothetical protein, fig|1486658.3.peg.244 hypothetical protein, fig|1486660.3.peg.231 hypothetical protein, fig|57477.3.peg.180 hypothetical protein
contig_1178	734	NA
contig_1178	401	fig|1007869.3.peg.79 LysM-like protein, fig|546805.2.peg.89 Phage endolysin Phage_entry_and_exit| Phage_lysis_modules 546805.2 Myoviridae Mycobacterium phage Myrna protein, fig|1074305.4.peg.99 gp103 Not in a subsystem 1074305.4 Mycobacterium phage Dandelion, complete genome. protein, fig|1088867.3.peg.90 Phage endolysin Phage_entry_and_exit| Phage_lysis_modules 1088867.3 Mycobacterium phage Wally protein, fig|663554.2.peg.82 Phage endolysin Phage_entry_and_exit| Phage_lysis_modules 663554.2 Mycobacterium phage ET08 protein
contig_1178	443	fig|1007869.3.peg.113 hypothetical protein, fig|1074305.4.peg.126 gp130 Not in a subsystem 1074305.4 Mycobacterium phage Dandelion, complete genome. protein, fig|1079895.4.peg.107 Phage protein, fig|1088865.3.peg.111 Phage protein, fig|1088867.3.peg.119 Phage protein
contig_1178	338	NA
contig_1178	5873	fig|1007869.3.peg.129 structural protein, fig|546805.2.peg.131 Phage protein, fig|546803.2.peg.138 Phage protein, fig|6666666.3730.peg.118 Phage protein, fig|6666666.3845.peg.132 Phage protein
contig_1178	215	fig|1124849.3.peg.212 Phage protein, fig|445684.6.peg.164 Phage protein, fig|1137745.3.peg.140 Phage protein
contig_1178	176	fig|244310.1.peg.55 Phage DNA primase helicase protein
contig_1178	197	nicotinate-nucleotide adenylyltransferase Synechococcus phage S-SSM4 | adenylyltransferase | Synechococcus | phage | S-SSM4 protein, fig|6666666.3821.peg.91 Phage protein, fig|6666666.3766.peg.63 Phage protein
contig_1178	161	fig|546805.2.peg.62 Phage protein
contig_1178	452	fig|6666666.73718.peg.11 phage virion morphogenesis protein
contig_1178	182	NA
contig_1178	254	fig|1505225.3.peg.18 hypothetical protein, fig|466051.2.peg.25 Phage protein, fig|1195070.3.peg.6 Phage protein, fig|584892.3.peg.7 hypothetical protein, fig|861044.5.peg.5 Phage protein
contig_1178	587	fig|1007869.3.peg.108 hypothetical protein
contig_1178	1286	fig|1007869.3.peg.75 portal protein, fig|546805.2.peg.82 Phage protein, fig|1327762.3.peg.85 portal protein, fig|1327938.3.peg.87 portal protein, fig|205877.4.peg.79 Phage protein
contig_1178	170	DNA methylase Streptomyces phage YDN12 | methylase | Streptomyces | phage | YDN12 protein
contig_1178	134	NA
contig_1178	1073	fig|1007869.3.peg.111 structural protein, fig|546805.2.peg.111 Phage protein
contig_1178	1835	fig|12336.2.peg.32 DNA ligase, phage-associated Phage_replication| T4-like_non-cyanophage_core_ protein, fig|1084719.3.peg.221 DNA ligase (EC 6.5.1.2 protein, fig|998086.3.peg.247 DNA ligase (EC 6.5.1.2 protein, fig|198110.2.peg.328 DNA ligase (EC 6.5.1.2 protein, fig|1204539.3.peg.111 putative NAD-dependent DNA ligase subunit A Not in a subsystem 1204539.3 Pectobacterium phage My1, complete genome. protein
contig_1178	506	fig|663554.2.peg.179 Phage protein, fig|6666666.3730.peg.164 Phage protein, fig|6666666.3845.peg.183 Phage protein, fig|1074305.4.peg.198 gp233 Not in a subsystem 1074305.4 Mycobacterium phage Dandelion, complete genome. protein, fig|1079895.4.peg.176 Phage protein
contig_1178	242	NA
contig_1178	1373	fig|1416012.3.peg.45 DNA helicase Not in a subsystem 1416012.3 Enterococcus phage IME_EF3, complete genome. protein, fig|1204540.4.peg.38 putative helicase Not in a subsystem 1204540.4 Enterococcus phage EfaCPT1, complete genome. protein, fig|1445858.3.peg.45 helicase Not in a subsystem 1445858.3 Enterococcus phage IME-EFm1, complete genome. protein, fig|1432658.3.peg.24 helicase Not in a subsystem 1432658.3 Enterococcus phage IME-EF4, complete genome. protein, fig|941058.3.peg.126 SNF2 family helicase Not in a subsystem 941058.3 Bacillus phage SP10, complete genome. protein
contig_1178	149	rIIB protector from prophage-induced early lysis Not in a subsystem 760939.3 Acinetobacter phage Acj9. protein, helicase Not in a subsystem 1150869.3 Escherichia phage P13374, complete genome. protein, Phage protein, DNA/RNA helicase protein, fig|1007869.3.peg.50 hypothetical protein
