scaffold	length	cov	circ	repeat.	mult	alt_grp	graph_path	prediction	type	Quality	COMPLETENESS.score.	SPECIFIC_KEYWORD	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	ATT_SITE_SHOWUP	MOST_COMMON_PHAGE_NAME.hit_genes_count.	engel_match_per	matt_match_len	engel_match_len	matt_match	engel_match	matt_match_per	match
contig_1517	70224	214	Y	N	1	*	1517	virus	lytic	high quality draft	intact(150)	capsid,lysin,fiber,tail	91	51	no	PHAGE_Lactob_Lv_1_NC_011801(8),PHAGE_Lactob_phiadh_NC_000896(7),PHAGE_Entero_EF62phi_NC_017732(4),PHAGE_Lactob_JCL1032_NC_019456(3),PHAGE_Lister_vB_LmoS_293_NC_028929(3),PHAGE_Lister_LP_030_3_NC_024384(3),PHAGE_Lactob_Lj965_NC_005355(2),PHAGE_Lister_A118_NC_003216(2),PHAGE_Lactob_LF1_NC_019486(2),PHAGE_Lactob_Lc_Nu_NC_007501(2),PHAGE_Lactob_phiAT3_NC_005893(2),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Staphy_42E_NC_007052(1),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Strept_Sfi21_NC_000872(1),PHAGE_Arthro_Colucci_NC_042000(1),PHAGE_Staphy_96_NC_007057(1),PHAGE_Natria_PhiCh1_NC_004084(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Strept_315.2_NC_004585(1),PHAGE_Bacill_vB_BhaS_171_NC_030904(1),PHAGE_Lactob_iLp84_NC_028783(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Strept_Sfi19_NC_000871(1),PHAGE_Strept_DT1_NC_002072(1),PHAGE_Clostr_phiCD146_NC_028958(1),PHAGE_Strept_Abc2_NC_013645(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Strept_PH15_NC_010945(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Lactob_PLE3_NC_031125(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Clostr_phiCD38_2_NC_015568(1),PHAGE_Lactoc_bIL309_NC_002668(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Arthro_PrincessTrina_NC_042053(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Staphy_StauST398_3_NC_021332(1),PHAGE_Paenib_Xenia_NC_028837(1),PHAGE_Lactob_Ldl1_NC_026609(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Strept_7201_NC_002185(1),PHAGE_Strept_M102_NC_012884(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Staphy_P954_NC_013195(1),PHAGE_Staphy_Ipla88_NC_011614(1)	91.9545	6038.75	3655.5	MN855847	JAAOBB010000097.1	94.6615	both
contig_1518	33625	740	Y	N	6	*	1518	virus	lytic	medium quality draft	intact(150)	capsid,fiber,tail,head,protease,portal,terminase	52	29	no	PHAGE_Lactob_Lv_1_NC_011801(12),PHAGE_Lactob_phiadh_NC_000896(9),PHAGE_Lactob_Lc_Nu_NC_007501(5),PHAGE_Strept_Sfi19_NC_000871(4),PHAGE_Lactoc_bIL309_NC_002668(4),PHAGE_Strept_Sfi21_NC_000872(4),PHAGE_Lactob_JCL1032_NC_019456(4),PHAGE_Lactob_phiAT3_NC_005893(4),PHAGE_Lactob_Lj965_NC_005355(3),PHAGE_Entero_EF62phi_NC_017732(3),PHAGE_Lactob_Sha1_NC_019489(3),PHAGE_Lactob_phiJB_NC_022775(3),PHAGE_Strept_7201_NC_002185(3),PHAGE_Lactob_LF1_NC_019486(2),PHAGE_Lister_A006_NC_009815(2),PHAGE_Lactoc_BK5_T_NC_002796(2),PHAGE_Strept_DT1_NC_002072(2),PHAGE_Strept_Abc2_NC_013645(2),PHAGE_Lactoc_bIL285_NC_002666(2),PHAGE_Lactob_Ldl1_NC_026609(2),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Strept_20617_NC_023503(1),PHAGE_Staphy_96_NC_007057(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Lister_vB_LmoS_188_NC_028871(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Bacill_vB_BhaS_171_NC_030904(1),PHAGE_Staphy_phiMR25_NC_010808(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Clostr_phiCD119_NC_007917(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Staphy_88_NC_007063(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Paenib_Xenia_NC_028837(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Strept_M102_NC_012884(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lister_LP_030_3_NC_024384(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactob_iLp1308_NC_028911(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Bacill_Pascal_NC_027372(1),PHAGE_Staphy_47_NC_007054(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Staphy_StB20_NC_019915(1),PHAGE_Lactob_iLp84_NC_028783(1),PHAGE_Clostr_phiCDHM11_NC_029001(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Lactob_ATCC8014_NC_019916(1),PHAGE_Lister_vB_LmoS_293_NC_028929(1),PHAGE_Clostr_phiCD146_NC_028958(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Staphy_StauST398_3_NC_021332(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Pedioc_clP1_NC_016161(1),PHAGE_Staphy_P954_NC_013195(1)	85.77	8802	3812.75	MN856086	JAAOBB010000096.1	90.82	both
contig_1519	513	292	N	Y	2	244	1519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	513	NA	MN855822	NA	95.906	matthijnssen
contig_152	32123	30	N	N	1	*	97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,152,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1520	1046	122	N	Y	1	244	1520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1048	NA	MN855822	NA	88.74	matthijnssen
contig_1521	712	28	N	N	1	*	*,1521,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.382	712	712	MN855847	JAAOBB010000097.1	95.225	both
contig_1522	4238	278	N	Y	2	244	1522	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	4184	NA	MN855822	NA	97.419	matthijnssen
contig_1523	654	49	N	N	3	*	*,1523,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.115	NA	529	NA	JAAOBB010000150.1	NA	engel
contig_1524	1529	49	N	N	3	*	*,1524,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.915	701.5	590	MN855822	JAAOBB010000098.1	84.2425	both
contig_1525	759	172	N	Y	1	244	1525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	NA	MN855822	NA	97.881	matthijnssen
contig_1526	4530	350	N	N	3	*	*,1526,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	84.966	348	1368.5	MN855822	JAAOBB010000097.1	94.54	both
contig_1528	3163	22	N	N	1	*	*,1528,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1529	35043	33	N	N	1	*	*,1529,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.364	513	550	MN855671	JAAOBB010000022.1	86.94	both
contig_153	838	981	N	N	98	*	*,153,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.388	847	381	MN855739	JAAOBB010000021.1,JAAOBB010000022.1	79.575	both
contig_1530	22267	66	Y	N	1	*	1530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1531	54672	7	N	N	1	*	*,1531,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1532	17844	37	N	N	1	*	*,1532,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1533	81432	48	N	N	1	*	*,1533,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.3416666666667	434.5	250	MN855728	JAAOBB010000158.1	91.8695	both
contig_1534	19831	26	N	N	1	*	*,1534,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1535	14940	57	N	N	1	*	*,1535,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1536	19982	42	N	N	2	*	*,1536,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1537	12454	95	N	N	1	*	*,1537,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1538	46295	8	N	N	1	*	*,1538,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1539	24621	99	N	Y	2	*	1539	virus	lytic	low quality draft	questionable(80)	tail,plate,head,capsid	40	34	no	PHAGE_Haemop_Aaphi23_NC_004827(14),PHAGE_Aggreg_S1249_NC_013597(13),PHAGE_Cronob_phiES15_NC_018454(7),PHAGE_Salmon_BP63_NC_031250(6),PHAGE_Escher_HK639_NC_016158(5),PHAGE_Psychr_pOW20_A_NC_020841(2),PHAGE_Pseudo_YMC11/02/R656_NC_028657(2),PHAGE_Escher_YD_2008.s_NC_027383(2),PHAGE_Escher_Envy_NC_031081(2),PHAGE_Pseudo_PS_1_NC_029066(2),PHAGE_Caulob_karma_NC_019410(1),PHAGE_Entero_DE3_NC_042057(1),PHAGE_Staphy_PVL_NC_002321(1),PHAGE_Escher_JMPW1_NC_041874(1),PHAGE_Burkho_BcepGomr_NC_009447(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Strept_SM1_NC_004996(1),PHAGE_Sodali_SO1_NC_013600(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Caulob_magneto_NC_019407(1),PHAGE_Entero_SSL2009a_NC_012223(1),PHAGE_Shigel_vB_SsoS_ISF002_NC_041995(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Entero_IME10_NC_019501(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Edward_eiAU_NC_042029(1),PHAGE_Entero_JenP2_NC_028997(1),PHAGE_Entero_JL1_NC_019419(1),PHAGE_Rhizob_RHEph04_NC_041908(1),PHAGE_Entero_Sf101_NC_027398(1),PHAGE_Vibrio_pYD38_B_NC_021561(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Entero_vB_EcoS_ACG_M12_NC_019404(1),PHAGE_Entero_vB_EcoS_NBD2_NC_031050(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Caulob_phiCbK_NC_019405(1),PHAGE_Salmon_SJ46_NC_031129(1),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Entero_T1_NC_005833(1),PHAGE_Entero_HK446_NC_019714(1),PHAGE_Escher_SRT8_NC_042043(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Liberi_SC2_NC_019550(1),PHAGE_Dinoro_vB_DshS_R5C_NC_041921(1),PHAGE_Vibrio_VBM1_NC_020850(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Lactob_iA2_NC_028830(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Lactob_iLp84_NC_028783(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Gordon_McGonagall_NC_030912(1),PHAGE_Entero_P1_NC_005856(1),PHAGE_Liston_phiHSIC_NC_006953(1),PHAGE_Strept_PH15_NC_010945(1),PHAGE_Lactob_PLE3_NC_031125(1),PHAGE_Rhizob_RHEph06_NC_027296(1),PHAGE_Entero_UAB_Phi20_NC_031019(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Shigel_Shfl1_NC_015456(1),PHAGE_Geobac_GBSV1_NC_008376(1)	77.3263333333333	5322	2114.33333333333	MN855975	JAAOBB010000140.1	92.108	both
contig_154	29854	8	N	N	1	*	154,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1540	9510	29	N	N	1	*	*,1540,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	76.485	1594.4	1314	MN856102	JAAOBB010000140.1	93.5582	both
contig_1541	18818	9	N	Y	4	*	*,1541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	545	NA	MN855708	NA	94.0825	matthijnssen
contig_1543	25439	27	N	N	1	*	-1542,1543,1542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1544	38982	14	N	N	1	*	*,1544,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1545	6612	33	N	N	1	*	*,1545,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1546	28742	18	N	N	1	*	*,1546,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1547	4478	91	N	N	2	*	*,1547,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1548	24547	86	N	N	1	*	*,1548,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1549	2873	111	N	N	2	*	*,1549,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_155	681	900	N	N	75	*	*,155,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.738	658	657	MN855739	JAAOBB010000022.1	91.033	both
contig_1550	889	9	N	Y	1	246	*,1550,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1551	889	9	N	Y	1	246	*,1551,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1553	2637	647	N	Y	6	*	1553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1554	1443	10	N	N	1	*	*,1554,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.604	NA	1443	NA	JAAOBB010000011.1	NA	engel
contig_1555	27749	133	N	Y	1	*	1555,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1556	26968	70	N	N	2	*	1556,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1557	17025	30	N	N	3	*	*,-1555,1557,1555,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1558	5229	4	N	N	1	*	*,1558,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1559	9551	28	N	N	7	*	*,1559,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_156	8545	14	N	N	1	*	91,140,1449,-141,156,2494	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	90.7635	978	818.5	MN855671	JAAOBB010000022.1	87.8945	both
contig_1561	9688	96	N	N	2	*	*,1561,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1562	4678	58	N	Y	2	*	1562,*	virus	lytic	low quality draft	incomplete(50)	head,tail	9	8	no	PHAGE_Lactob_phiadh_NC_000896(6),PHAGE_Strept_Sfi19_NC_000871(3),PHAGE_Strept_DT1_NC_002072(3),PHAGE_Strept_7201_NC_002185(3),PHAGE_Lactob_Lv_1_NC_011801(3),PHAGE_Lactob_Lc_Nu_NC_007501(2),PHAGE_Lactob_phiAT3_NC_005893(2),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Strept_Sfi21_NC_000872(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Strept_Abc2_NC_013645(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Lactoc_BK5_T_NC_002796(1)	NA	3421	NA	MN856101	NA	86.641	matthijnssen
contig_1563	1117	41	N	Y	1	*	1563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1120	NA	MN856041	NA	84.107	matthijnssen
contig_1564	40181	12	N	N	1	*	*,1564,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1565	31928	64	N	N	1	*	*,1565,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1566	6892	124	N	Y	2	320	*,1566,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1567	7012	14	N	Y	1	320	*,1567,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1568	2620	10	N	Y	1	328	*,1568,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_157	9426	12	N	N	1	*	-85,85,85,-85,-84,85,85,157,2494	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	93.0765555555556	917.444444444444	612.555555555556	MN855671	JAAOBB010000022.1	90.8866666666667	both
contig_1570	1154	272	N	Y	2	*	1570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1572	636	4	N	Y	2	*	1572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1574	11921	52	N	Y	26	*	1574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1575	7374	7	N	Y	3	*	1575	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1576	16895	112	N	N	5	*	-1575,-1569,-1569,-1569,-1569,1576,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1577	755	8	N	Y	1	*	1577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1578	12000	199	N	Y	99	*	1578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1579	10666	106	N	N	6	*	-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,1579,-2398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2293	NA	MN855692	NA	78.107	matthijnssen
contig_158	36970	25	N	N	1	*	158,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	81.6575	598	380.5	MN855671,MN856038	JAAOBB010000022.1	75.753	both
contig_1580	4095	10	N	Y	1	248	*,1580,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1581	13554	26	N	Y	1	248	*,1581,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1582	131813	171	N	N	1	*	1582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1583	13827	117	N	Y	1	*	1583,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1584	17068	29	N	N	1	*	*,1584,*	organism	NA	NA	incomplete(20)	virion	10	7	no	PHAGE_Bacill_G_NC_023719(2),PHAGE_Pseudo_PaMx11_NC_028770(1),PHAGE_Erwini_vB_EamM_RisingSun_NC_042018(1),PHAGE_Ralsto_RP12_NC_041911(1),PHAGE_Vibrio_Ceto_NC_042094(1),PHAGE_Sinorh_phiN3_NC_028945(1),PHAGE_Pseudo_nickie_NC_042091(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Vibrio_12A10_NC_029067(1),PHAGE_Vibrio_pVp_1_NC_019529(1),PHAGE_Rhizob_RHEph10_NC_034248(1),PHAGE_Erwini_PhiEaH1_NC_023610(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Pelagi_HTVC008M_NC_020484(1),PHAGE_Erwini_vB_EamM_EarlPhillipIV_NC_031007(1)	NA	NA	NA	NA	NA	NA	none
contig_1585	29514	13	N	N	1	*	*,1585,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1586	424065	137	N	N	1	*	*,1586	organism,organism,organism	lytic	low quality draft	incomplete(30)	plate,head	9	6	no	PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Synech_S_SSM7_NC_015287(1),PHAGE_Mycoba_Littlee_NC_042322(1),PHAGE_Strept_20617_NC_023503(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Caulob_Cr30_NC_025422(1),PHAGE_Mycoba_Ariel_NC_028876(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Mycoba_MiaZeal_NC_028953(1),PHAGE_Stenot_Smp131_NC_023588(1),PHAGE_Mycoba_Courthouse_NC_023690(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Mycoba_Omega_NC_004688(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Cyanop_P_RSM6_NC_020855(1),PHAGE_Synech_S_SM2_NC_015279(1)	NA	NA	NA	NA	NA	NA	none
contig_1587	3516	39	N	Y	2	250	*,1587,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1588	3549	6	N	Y	1	250	*,1588,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1589	7521	16	N	N	2	*	*,1589,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_159	44058	19	N	N	3	*	159,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	92.73	703	564	MN855738	JAAOBB010000022.1	92.176	both
contig_1590	27432	50	N	N	1	*	*,1590,-2691	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1591	34270	51	N	N	1	*	*,1591,-1656	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1592	42559	36	N	N	1	*	2691,1592,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1593	21616	28	N	N	3	*	*,1593,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1594	31914	35	N	N	1	*	*,1594,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1595	31101	26	N	N	1	*	*,1595,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1599	26531	16	N	N	1	*	*,1599,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_16	590	371	N	Y	3	*	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1600	24729	17	N	N	1	*	*,1600,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1601	39844	52	N	N	1	*	*,1601,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1602	3971	76	N	Y	1	*	1602	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	83.944	NA	465.333333333333	NA	JAAOBB010000140.1	NA	engel
contig_1603	19888	29	N	N	1	*	*,1603,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1604	1852	6	N	N	1	*	*,1604,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	186	NA	MN855609	NA	76.344	matthijnssen
